,lastPrice,tick_volume,bidPrice1,askPrice1,bidPrice1_change,askPrice1_change,bidVolume1,askVolume1,bid_vol_change,ask_vol_change,buy_tick_volume,sell_tick_volume,buy_minus_sell_volume,updateTime
37,50320.0,50.0,50320.0,50330.0,0.0,0.0,42.0,9.0,31.0,-6.0,6.0,44.0,-38.0,21:00:18
38,50340.0,40.0,50330.0,50340.0,1.0,1.0,2.0,1.0,0.0,0.0,40.0,0.0,40.0,21:00:19
39,50340.0,22.0,50340.0,50350.0,1.0,1.0,5.0,3.0,0.0,0.0,22.0,0.0,22.0,21:00:19
40,50340.0,30.0,50330.0,50350.0,-1.0,0.0,14.0,19.0,0.0,16.0,8.0,22.0,-14.0,21:00:20
41,50340.0,38.0,50330.0,50340.0,0.0,-1.0,4.0,2.0,-10.0,0.0,4.0,34.0,-30.0,21:00:20
42,50330.0,22.0,50320.0,50330.0,-1.0,-1.0,37.0,58.0,0.0,0.0,0.0,22.0,-22.0,21:00:21
43,50330.0,18.0,50320.0,50330.0,0.0,0.0,41.0,50.0,4.0,-8.0,18.0,-0.0,18.0,21:00:21
44,50330.0,24.0,50320.0,50330.0,0.0,0.0,35.0,47.0,-6.0,-3.0,8.0,16.0,-8.0,21:00:22
45,50330.0,10.0,50320.0,50330.0,0.0,0.0,35.0,42.0,0.0,-5.0,10.0,-0.0,10.0,21:00:22
46,50330.0,64.0,50320.0,50330.0,0.0,0.0,30.0,15.0,-5.0,-27.0,54.0,10.0,44.0,21:00:23
47,50330.0,14.0,50320.0,50330.0,0.0,0.0,66.0,8.0,36.0,-7.0,14.0,-0.0,14.0,21:00:23
48,50320.0,28.0,50320.0,50340.0,0.0,1.0,61.0,16.0,-5.0,0.0,16.0,12.0,4.0,21:00:24
49,50320.0,4.0,50320.0,50330.0,0.0,-1.0,60.0,2.0,-1.0,0.0,0.0,4.0,-4.0,21:00:24
50,50320.0,18.0,50320.0,50330.0,0.0,0.0,54.0,6.0,-6.0,4.0,2.0,16.0,-14.0,21:00:25
51,50320.0,2.0,50320.0,50330.0,0.0,0.0,53.0,8.0,-1.0,2.0,0.0,2.0,-2.0,21:00:25
52,50320.0,6.0,50320.0,50330.0,0.0,0.0,51.0,9.0,-2.0,1.0,0.0,6.0,-6.0,21:00:26
53,50330.0,4.0,50320.0,50330.0,0.0,0.0,51.0,8.0,0.0,-1.0,4.0,-0.0,4.0,21:00:26
54,50320.0,8.0,50320.0,50330.0,0.0,0.0,47.0,8.0,-4.0,0.0,0.0,8.0,-8.0,21:00:27
55,50330.0,6.0,50320.0,50330.0,0.0,0.0,47.0,7.0,0.0,-1.0,6.0,-0.0,6.0,21:00:27
56,50320.0,16.0,50320.0,50330.0,0.0,0.0,41.0,9.0,-6.0,2.0,0.0,16.0,-16.0,21:00:28
57,50330.0,18.0,50320.0,50330.0,0.0,0.0,35.0,6.0,-6.0,-3.0,6.0,12.0,-6.0,21:00:28
58,50320.0,42.0,50320.0,50330.0,0.0,0.0,15.0,5.0,-20.0,-1.0,2.0,40.0,-38.0,21:00:29
59,50320.0,84.0,50300.0,50320.0,-1.0,-1.0,15.0,2.0,0.0,0.0,0.0,84.0,-84.0,21:00:29
60,50310.0,22.0,50300.0,50310.0,0.0,-1.0,22.0,4.0,7.0,0.0,3.0,19.0,-16.0,21:00:30
61,50290.0,74.0,50280.0,50300.0,-1.0,-1.0,12.0,1.0,0.0,0.0,0.0,74.0,-74.0,21:00:30
62,50280.0,42.0,50280.0,50290.0,0.0,-1.0,19.0,3.0,7.0,0.0,4.0,38.0,-34.0,21:00:31
63,50290.0,6.0,50280.0,50290.0,0.0,0.0,8.0,13.0,-11.0,10.0,4.0,2.0,2.0,21:00:31
64,50290.0,30.0,50280.0,50290.0,0.0,0.0,1.0,19.0,-7.0,6.0,2.0,28.0,-26.0,21:00:32
65,50270.0,10.0,50270.0,50280.0,-1.0,-1.0,5.0,11.0,0.0,0.0,0.0,10.0,-10.0,21:00:32
66,50280.0,36.0,50270.0,50280.0,0.0,0.0,1.0,19.0,-4.0,8.0,6.0,30.0,-24.0,21:00:33
67,50260.0,12.0,50260.0,50270.0,-1.0,-1.0,9.0,7.0,0.0,0.0,0.0,12.0,-12.0,21:00:33
68,50250.0,46.0,50240.0,50260.0,-1.0,-1.0,4.0,1.0,0.0,0.0,0.0,46.0,-46.0,21:00:34
69,50250.0,10.0,50240.0,50260.0,0.0,0.0,19.0,18.0,15.0,17.0,5.0,5.0,0.0,21:00:34
70,50240.0,18.0,50240.0,50250.0,0.0,-1.0,23.0,3.0,4.0,0.0,1.0,17.0,-16.0,21:00:35
71,50240.0,40.0,50240.0,50250.0,0.0,0.0,21.0,6.0,-2.0,3.0,24.0,16.0,8.0,21:00:35
72,50250.0,48.0,50240.0,50260.0,0.0,1.0,13.0,18.0,-8.0,0.0,16.0,32.0,-16.0,21:00:36
73,50250.0,22.0,50250.0,50260.0,1.0,0.0,3.0,18.0,0.0,0.0,9.0,13.0,-4.0,21:00:36
74,50250.0,26.0,50250.0,50260.0,0.0,0.0,4.0,13.0,1.0,-5.0,10.0,16.0,-6.0,21:00:37
75,50260.0,4.0,50250.0,50260.0,0.0,0.0,48.0,14.0,44.0,1.0,4.0,-0.0,4.0,21:00:37
76,50260.0,46.0,50260.0,50270.0,1.0,1.0,9.0,13.0,0.0,0.0,46.0,0.0,46.0,21:00:38
77,50280.0,28.0,50270.0,50280.0,1.0,1.0,3.0,13.0,0.0,0.0,28.0,0.0,28.0,21:00:38
78,50270.0,38.0,50280.0,50290.0,1.0,1.0,2.0,9.0,0.0,0.0,38.0,0.0,38.0,21:00:39
79,50260.0,58.0,50260.0,50280.0,-1.0,-1.0,10.0,24.0,0.0,0.0,0.0,58.0,-58.0,21:00:39
80,50260.0,16.0,50260.0,50270.0,0.0,-1.0,18.0,5.0,8.0,0.0,0.0,16.0,-16.0,21:00:40
81,50270.0,4.0,50260.0,50270.0,0.0,0.0,12.0,6.0,-6.0,1.0,4.0,-0.0,4.0,21:00:40
82,50270.0,4.0,50260.0,50270.0,0.0,0.0,9.0,21.0,-3.0,15.0,2.0,2.0,0.0,21:00:41
83,50270.0,46.0,50270.0,50280.0,1.0,1.0,1.0,26.0,0.0,0.0,46.0,0.0,46.0,21:00:41
84,50270.0,14.0,50270.0,50280.0,0.0,0.0,8.0,27.0,7.0,1.0,2.0,12.0,-10.0,21:00:42
85,50270.0,0.0,50270.0,50280.0,0.0,0.0,15.0,29.0,7.0,2.0,0.0,-0.0,0.0,21:00:42
86,50270.0,14.0,50270.0,50280.0,0.0,0.0,11.0,29.0,-4.0,0.0,0.0,14.0,-14.0,21:00:43
87,50280.0,4.0,50270.0,50280.0,0.0,0.0,6.0,22.0,-5.0,-7.0,4.0,-0.0,4.0,21:00:43
88,50270.0,48.0,50260.0,50270.0,-1.0,-1.0,23.0,4.0,0.0,0.0,0.0,48.0,-48.0,21:00:44
89,50270.0,8.0,50270.0,50280.0,1.0,1.0,26.0,11.0,0.0,0.0,8.0,0.0,8.0,21:00:44
90,50280.0,24.0,50280.0,50290.0,1.0,1.0,5.0,13.0,0.0,0.0,24.0,0.0,24.0,21:00:45
91,50280.0,4.0,50280.0,50290.0,0.0,0.0,12.0,12.0,7.0,-1.0,2.0,2.0,0.0,21:00:45
92,50280.0,4.0,50280.0,50290.0,0.0,0.0,17.0,15.0,5.0,3.0,0.0,4.0,-4.0,21:00:46
93,50290.0,10.0,50280.0,50290.0,0.0,0.0,18.0,10.0,1.0,-5.0,10.0,-0.0,10.0,21:00:46
94,50290.0,18.0,50280.0,50290.0,0.0,0.0,13.0,5.0,-5.0,-5.0,6.0,12.0,-6.0,21:00:47
95,50290.0,16.0,50290.0,50300.0,1.0,1.0,3.0,4.0,0.0,0.0,16.0,0.0,16.0,21:00:47
96,50290.0,24.0,50280.0,50290.0,-1.0,-1.0,19.0,2.0,0.0,0.0,0.0,24.0,-24.0,21:00:48
97,50290.0,6.0,50290.0,50300.0,1.0,1.0,1.0,23.0,0.0,0.0,6.0,0.0,6.0,21:00:48
98,50290.0,4.0,50280.0,50290.0,-1.0,-1.0,21.0,12.0,0.0,0.0,0.0,4.0,-4.0,21:00:49
99,50290.0,0.0,50280.0,50290.0,0.0,0.0,18.0,14.0,-3.0,2.0,0.0,-0.0,0.0,21:00:49
100,50290.0,24.0,50280.0,50290.0,0.0,0.0,10.0,12.0,-8.0,-2.0,6.0,18.0,-12.0,21:00:50
101,50290.0,2.0,50280.0,50290.0,0.0,0.0,11.0,14.0,1.0,2.0,2.0,-0.0,2.0,21:00:50
102,50290.0,10.0,50280.0,50290.0,0.0,0.0,10.0,11.0,-1.0,-3.0,6.0,4.0,2.0,21:00:51
103,50290.0,4.0,50280.0,50290.0,0.0,0.0,15.0,9.0,5.0,-2.0,4.0,-0.0,4.0,21:00:51
104,50280.0,8.0,50280.0,50290.0,0.0,0.0,13.0,7.0,-2.0,-2.0,0.0,8.0,-8.0,21:00:52
105,50280.0,14.0,50280.0,50290.0,0.0,0.0,12.0,2.0,-1.0,-5.0,10.0,4.0,6.0,21:00:52
106,50280.0,8.0,50280.0,50290.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,8.0,-8.0,21:00:53
107,50280.0,0.0,50280.0,50290.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,-0.0,0.0,21:00:53
108,50280.0,12.0,50280.0,50300.0,0.0,1.0,10.0,25.0,-2.0,0.0,4.0,8.0,-4.0,21:00:54
