,lastPrice,tick_volume,bidPrice1,askPrice1,bidPrice1_change,askPrice1_change,bidVolume1,askVolume1,bid_vol_change,ask_vol_change,buy_tick_volume,sell_tick_volume,buy_minus_sell_volume,updateTime
55,12140.0,40.0,12130.0,12140.0,-1.0,0.0,52.0,42.0,0.0,-2.0,10.0,30.0,-20.0,21:00:27
56,12135.0,38.0,12135.0,12140.0,1.0,0.0,6.0,37.0,0.0,-5.0,34.0,4.0,30.0,21:00:28
57,12135.0,44.0,12130.0,12140.0,-1.0,0.0,54.0,22.0,0.0,-15.0,28.0,16.0,12.0,21:00:28
58,12140.0,28.0,12135.0,12140.0,1.0,0.0,16.0,17.0,0.0,-5.0,28.0,-0.0,28.0,21:00:29
59,12140.0,50.0,12140.0,12145.0,1.0,1.0,25.0,119.0,0.0,0.0,50.0,0.0,50.0,21:00:29
60,12140.0,70.0,12135.0,12140.0,-1.0,-1.0,25.0,9.0,0.0,0.0,0.0,70.0,-70.0,21:00:30
61,12140.0,28.0,12135.0,12140.0,0.0,0.0,13.0,9.0,-12.0,0.0,2.0,26.0,-24.0,21:00:30
62,12140.0,22.0,12135.0,12140.0,0.0,0.0,15.0,39.0,2.0,30.0,20.0,2.0,18.0,21:00:31
63,12135.0,24.0,12135.0,12140.0,0.0,0.0,14.0,38.0,-1.0,-1.0,22.0,2.0,20.0,21:00:31
64,12140.0,12.0,12135.0,12140.0,0.0,0.0,28.0,53.0,14.0,15.0,12.0,-0.0,12.0,21:00:32
65,12140.0,42.0,12135.0,12140.0,0.0,0.0,9.0,48.0,-19.0,-5.0,16.0,26.0,-10.0,21:00:32
66,12135.0,168.0,12125.0,12130.0,-1.0,-1.0,55.0,1.0,0.0,0.0,0.0,168.0,-168.0,21:00:33
67,12130.0,96.0,12130.0,12135.0,1.0,1.0,38.0,9.0,0.0,0.0,96.0,0.0,96.0,21:00:33
68,12135.0,22.0,12135.0,12140.0,1.0,1.0,40.0,33.0,0.0,0.0,22.0,0.0,22.0,21:00:34
69,12140.0,14.0,12135.0,12140.0,0.0,0.0,46.0,27.0,6.0,-6.0,12.0,2.0,10.0,21:00:34
70,12135.0,28.0,12135.0,12140.0,0.0,0.0,37.0,23.0,-9.0,-4.0,8.0,20.0,-12.0,21:00:35
71,12135.0,28.0,12135.0,12140.0,0.0,0.0,36.0,18.0,-1.0,-5.0,24.0,4.0,20.0,21:00:35
72,12140.0,12.0,12135.0,12140.0,0.0,0.0,40.0,14.0,4.0,-4.0,12.0,-0.0,12.0,21:00:36
73,12135.0,4.0,12135.0,12140.0,0.0,0.0,39.0,51.0,-1.0,37.0,2.0,2.0,0.0,21:00:36
74,12135.0,22.0,12135.0,12140.0,0.0,0.0,34.0,47.0,-5.0,-4.0,14.0,8.0,6.0,21:00:37
75,12140.0,8.0,12135.0,12140.0,0.0,0.0,36.0,56.0,2.0,9.0,8.0,-0.0,8.0,21:00:37
76,12135.0,14.0,12135.0,12140.0,0.0,0.0,37.0,51.0,1.0,-5.0,12.0,2.0,10.0,21:00:38
77,12140.0,12.0,12135.0,12140.0,0.0,0.0,38.0,48.0,1.0,-3.0,12.0,-0.0,12.0,21:00:38
78,12135.0,80.0,12135.0,12140.0,0.0,0.0,3.0,47.0,-35.0,-1.0,4.0,76.0,-72.0,21:00:39
79,12140.0,110.0,12135.0,12140.0,0.0,0.0,1.0,31.0,-2.0,-16.0,48.0,62.0,-14.0,21:00:39
80,12135.0,20.0,12130.0,12135.0,-1.0,-1.0,63.0,24.0,0.0,0.0,0.0,20.0,-20.0,21:00:40
81,12135.0,66.0,12135.0,12140.0,1.0,1.0,2.0,35.0,0.0,0.0,66.0,0.0,66.0,21:00:40
82,12135.0,2.0,12135.0,12140.0,0.0,0.0,1.0,35.0,-1.0,0.0,0.0,2.0,-2.0,21:00:41
83,12140.0,40.0,12135.0,12140.0,0.0,0.0,21.0,20.0,20.0,-15.0,40.0,-0.0,40.0,21:00:41
84,12135.0,46.0,12135.0,12140.0,0.0,0.0,34.0,7.0,13.0,-13.0,44.0,2.0,42.0,21:00:42
85,12140.0,28.0,12140.0,12145.0,1.0,1.0,3.0,199.0,0.0,0.0,28.0,0.0,28.0,21:00:42
86,12140.0,48.0,12135.0,12140.0,-1.0,-1.0,44.0,7.0,0.0,0.0,0.0,48.0,-48.0,21:00:43
87,12140.0,20.0,12135.0,12140.0,0.0,0.0,52.0,7.0,8.0,0.0,20.0,-0.0,20.0,21:00:43
88,12140.0,60.0,12140.0,12145.0,1.0,1.0,6.0,206.0,0.0,0.0,60.0,0.0,60.0,21:00:44
89,12140.0,24.0,12135.0,12140.0,-1.0,-1.0,55.0,5.0,0.0,0.0,0.0,24.0,-24.0,21:00:44
90,12140.0,46.0,12140.0,12145.0,1.0,1.0,2.0,206.0,0.0,0.0,46.0,0.0,46.0,21:00:45
91,12140.0,60.0,12135.0,12140.0,-1.0,-1.0,57.0,2.0,0.0,0.0,0.0,60.0,-60.0,21:00:45
92,12140.0,8.0,12140.0,12145.0,1.0,1.0,1.0,202.0,0.0,0.0,8.0,0.0,8.0,21:00:46
93,12145.0,34.0,12140.0,12145.0,0.0,0.0,3.0,203.0,2.0,1.0,0.0,34.0,-34.0,21:00:46
94,12140.0,52.0,12135.0,12140.0,-1.0,-1.0,49.0,2.0,0.0,0.0,0.0,52.0,-52.0,21:00:47
95,12145.0,32.0,12140.0,12145.0,1.0,1.0,5.0,195.0,0.0,0.0,32.0,0.0,32.0,21:00:47
96,12145.0,14.0,12140.0,12145.0,0.0,0.0,13.0,194.0,8.0,-1.0,8.0,6.0,2.0,21:00:48
97,12145.0,48.0,12140.0,12145.0,0.0,0.0,7.0,188.0,-6.0,-6.0,14.0,34.0,-20.0,21:00:48
98,12145.0,44.0,12140.0,12145.0,0.0,0.0,3.0,178.0,-4.0,-10.0,22.0,22.0,0.0,21:00:49
99,12140.0,8.0,12135.0,12140.0,-1.0,-1.0,46.0,4.0,0.0,0.0,0.0,8.0,-8.0,21:00:49
100,12140.0,62.0,12135.0,12140.0,0.0,0.0,44.0,26.0,-2.0,22.0,56.0,6.0,50.0,21:00:50
101,12140.0,14.0,12135.0,12140.0,0.0,0.0,44.0,40.0,0.0,14.0,14.0,-0.0,14.0,21:00:50
102,12140.0,98.0,12135.0,12140.0,0.0,0.0,45.0,23.0,1.0,-17.0,96.0,2.0,94.0,21:00:51
103,12140.0,56.0,12140.0,12145.0,1.0,1.0,7.0,173.0,0.0,0.0,56.0,0.0,56.0,21:00:51
104,12140.0,38.0,12135.0,12140.0,-1.0,-1.0,42.0,5.0,0.0,0.0,0.0,38.0,-38.0,21:00:52
105,12140.0,34.0,12135.0,12140.0,0.0,0.0,60.0,7.0,18.0,2.0,34.0,-0.0,34.0,21:00:52
106,12145.0,38.0,12140.0,12145.0,1.0,1.0,1.0,173.0,0.0,0.0,38.0,0.0,38.0,21:00:53
107,12140.0,8.0,12140.0,12145.0,0.0,0.0,11.0,173.0,10.0,0.0,0.0,8.0,-8.0,21:00:53
108,12145.0,82.0,12140.0,12145.0,0.0,0.0,113.0,159.0,102.0,-14.0,32.0,50.0,-18.0,21:00:54
109,12145.0,318.0,12140.0,12150.0,0.0,1.0,120.0,145.0,7.0,0.0,314.0,4.0,310.0,21:00:54
110,12150.0,210.0,12145.0,12150.0,1.0,0.0,7.0,53.0,0.0,-92.0,200.0,10.0,190.0,21:00:55
111,12160.0,314.0,12155.0,12160.0,1.0,1.0,1.0,38.0,0.0,0.0,314.0,0.0,314.0,21:00:55
112,12160.0,508.0,12160.0,12165.0,1.0,1.0,7.0,18.0,0.0,0.0,508.0,0.0,508.0,21:00:56
113,12165.0,246.0,12160.0,12165.0,0.0,0.0,45.0,13.0,38.0,-5.0,192.0,54.0,138.0,21:00:56
114,12155.0,426.0,12155.0,12160.0,-1.0,-1.0,12.0,23.0,0.0,0.0,0.0,426.0,-426.0,21:00:57
115,12150.0,50.0,12150.0,12155.0,-1.0,-1.0,18.0,152.0,0.0,0.0,0.0,50.0,-50.0,21:00:57
116,12145.0,64.0,12145.0,12150.0,-1.0,-1.0,54.0,59.0,0.0,0.0,0.0,64.0,-64.0,21:00:58
117,12155.0,168.0,12150.0,12155.0,1.0,1.0,1.0,134.0,0.0,0.0,168.0,0.0,168.0,21:00:58
118,12155.0,28.0,12150.0,12155.0,0.0,0.0,11.0,135.0,10.0,1.0,18.0,10.0,8.0,21:00:59
119,12150.0,24.0,12150.0,12155.0,0.0,0.0,30.0,133.0,19.0,-2.0,6.0,18.0,-12.0,21:00:59
120,12150.0,30.0,12150.0,12155.0,0.0,0.0,22.0,99.0,-8.0,-34.0,10.0,20.0,-10.0,21:01:00
121,12160.0,240.0,12155.0,12160.0,1.0,1.0,8.0,11.0,0.0,0.0,240.0,0.0,240.0,21:01:00
122,12155.0,32.0,12155.0,12160.0,0.0,0.0,82.0,22.0,74.0,11.0,12.0,20.0,-8.0,21:01:01
123,12160.0,126.0,12155.0,12165.0,0.0,1.0,39.0,46.0,-43.0,0.0,112.0,14.0,98.0,21:01:01
124,12160.0,24.0,12160.0,12165.0,1.0,0.0,8.0,48.0,0.0,2.0,7.0,17.0,-10.0,21:01:02
125,12160.0,36.0,12155.0,12160.0,-1.0,-1.0,35.0,13.0,0.0,0.0,0.0,36.0,-36.0,21:01:02
126,12155.0,30.0,12155.0,12160.0,0.0,0.0,33.0,25.0,-2.0,12.0,18.0,12.0,6.0,21:01:03
127,12155.0,20.0,12155.0,12160.0,0.0,0.0,21.0,63.0,-12.0,38.0,2.0,18.0,-16.0,21:01:03
128,12155.0,72.0,12150.0,12155.0,-1.0,-1.0,35.0,29.0,0.0,0.0,0.0,72.0,-72.0,21:01:04
129,12155.0,32.0,12150.0,12155.0,0.0,0.0,33.0,17.0,-2.0,-12.0,30.0,2.0,28.0,21:01:04
130,12150.0,14.0,12150.0,12155.0,0.0,0.0,36.0,17.0,3.0,0.0,4.0,10.0,-6.0,21:01:05
131,12155.0,24.0,12150.0,12155.0,0.0,0.0,36.0,2.0,0.0,-15.0,20.0,4.0,16.0,21:01:05
132,12150.0,28.0,12150.0,12155.0,0.0,0.0,36.0,3.0,0.0,1.0,26.0,2.0,24.0,21:01:06
133,12155.0,12.0,12150.0,12155.0,0.0,0.0,36.0,14.0,0.0,11.0,12.0,-0.0,12.0,21:01:06
134,12155.0,44.0,12150.0,12155.0,0.0,0.0,45.0,27.0,9.0,13.0,44.0,-0.0,44.0,21:01:07
135,12155.0,92.0,12150.0,12155.0,0.0,0.0,2.0,28.0,-43.0,1.0,2.0,90.0,-88.0,21:01:07
136,12150.0,44.0,12145.0,12155.0,-1.0,0.0,63.0,36.0,0.0,8.0,0.0,44.0,-44.0,21:01:08
137,12155.0,86.0,12145.0,12155.0,0.0,0.0,60.0,5.0,-3.0,-31.0,75.0,11.0,64.0,21:01:08
138,12155.0,4.0,12150.0,12155.0,1.0,0.0,14.0,10.0,0.0,5.0,4.0,-0.0,4.0,21:01:09
139,12155.0,4.0,12150.0,12155.0,0.0,0.0,34.0,21.0,20.0,11.0,4.0,-0.0,4.0,21:01:09
140,12150.0,12.0,12150.0,12155.0,0.0,0.0,43.0,17.0,9.0,-4.0,4.0,8.0,-4.0,21:01:10
141,12155.0,62.0,12155.0,12160.0,1.0,1.0,113.0,86.0,0.0,0.0,62.0,0.0,62.0,21:01:10
142,12155.0,40.0,12155.0,12160.0,0.0,0.0,108.0,89.0,-5.0,3.0,12.0,28.0,-16.0,21:01:11
143,12155.0,216.0,12155.0,12160.0,0.0,0.0,14.0,24.0,-94.0,-65.0,92.0,124.0,-32.0,21:01:11
144,12160.0,40.0,12155.0,12160.0,0.0,0.0,12.0,40.0,-2.0,16.0,34.0,6.0,28.0,21:01:12
145,12155.0,28.0,12155.0,12160.0,0.0,0.0,28.0,40.0,16.0,0.0,0.0,28.0,-28.0,21:01:12
146,12155.0,52.0,12155.0,12160.0,0.0,0.0,8.0,47.0,-20.0,7.0,0.0,52.0,-52.0,21:01:13
147,12155.0,20.0,12150.0,12155.0,-1.0,-1.0,51.0,12.0,0.0,0.0,0.0,20.0,-20.0,21:01:13
148,12155.0,34.0,12155.0,12160.0,1.0,1.0,2.0,53.0,0.0,0.0,34.0,0.0,34.0,21:01:14
149,12160.0,8.0,12150.0,12160.0,-1.0,0.0,58.0,59.0,0.0,6.0,2.0,6.0,-4.0,21:01:14
150,12160.0,0.0,12150.0,12155.0,0.0,-1.0,63.0,4.0,5.0,0.0,0.0,-0.0,0.0,21:01:15
151,12155.0,32.0,12150.0,12160.0,0.0,1.0,64.0,64.0,1.0,0.0,32.0,-0.0,32.0,21:01:15
152,12155.0,16.0,12150.0,12155.0,0.0,-1.0,67.0,14.0,3.0,0.0,8.0,8.0,0.0,21:01:16
153,12155.0,138.0,12155.0,12160.0,1.0,1.0,81.0,77.0,0.0,0.0,138.0,0.0,138.0,21:01:16
154,12155.0,12.0,12155.0,12160.0,0.0,0.0,91.0,84.0,10.0,7.0,8.0,4.0,4.0,21:01:17
155,12155.0,4.0,12155.0,12160.0,0.0,0.0,93.0,74.0,2.0,-10.0,2.0,2.0,0.0,21:01:17
156,12160.0,40.0,12155.0,12160.0,0.0,0.0,93.0,56.0,0.0,-18.0,40.0,-0.0,40.0,21:01:18
157,12160.0,124.0,12160.0,12165.0,1.0,1.0,7.0,92.0,0.0,0.0,124.0,0.0,124.0,21:01:18
158,12165.0,12.0,12160.0,12165.0,0.0,0.0,30.0,101.0,23.0,9.0,6.0,6.0,0.0,21:01:19
159,12160.0,24.0,12160.0,12165.0,0.0,0.0,33.0,97.0,3.0,-4.0,16.0,8.0,8.0,21:01:19
160,12160.0,18.0,12160.0,12165.0,0.0,0.0,37.0,102.0,4.0,5.0,0.0,18.0,-18.0,21:01:20
161,12165.0,40.0,12160.0,12165.0,0.0,0.0,13.0,109.0,-24.0,7.0,6.0,34.0,-28.0,21:01:20
162,12160.0,36.0,12155.0,12160.0,-1.0,-1.0,104.0,21.0,0.0,0.0,0.0,36.0,-36.0,21:01:21
163,12165.0,124.0,12155.0,12160.0,0.0,0.0,109.0,8.0,5.0,-13.0,124.0,0.0,124.0,21:01:21
164,12160.0,30.0,12160.0,12165.0,1.0,1.0,86.0,122.0,0.0,0.0,30.0,0.0,30.0,21:01:22
165,12160.0,8.0,12160.0,12165.0,0.0,0.0,93.0,122.0,7.0,0.0,2.0,6.0,-4.0,21:01:22
166,12160.0,18.0,12160.0,12165.0,0.0,0.0,90.0,125.0,-3.0,3.0,10.0,8.0,2.0,21:01:23
167,12160.0,38.0,12160.0,12165.0,0.0,0.0,76.0,126.0,-14.0,1.0,0.0,38.0,-38.0,21:01:23
168,12160.0,32.0,12160.0,12165.0,0.0,0.0,58.0,123.0,-18.0,-3.0,10.0,22.0,-12.0,21:01:24
169,12160.0,10.0,12160.0,12165.0,0.0,0.0,55.0,128.0,-3.0,5.0,0.0,10.0,-10.0,21:01:24
170,12160.0,64.0,12160.0,12165.0,0.0,0.0,24.0,131.0,-31.0,3.0,0.0,64.0,-64.0,21:01:25
171,12160.0,56.0,12155.0,12160.0,-1.0,-1.0,108.0,105.0,0.0,0.0,0.0,56.0,-56.0,21:01:25
172,12155.0,80.0,12155.0,12160.0,0.0,0.0,68.0,113.0,-40.0,8.0,2.0,78.0,-76.0,21:01:26
173,12155.0,172.0,12150.0,12155.0,-1.0,-1.0,55.0,11.0,0.0,0.0,0.0,172.0,-172.0,21:01:26
174,12155.0,116.0,12150.0,12155.0,0.0,0.0,57.0,2.0,2.0,-9.0,116.0,0.0,116.0,21:01:27
175,12160.0,84.0,12155.0,12160.0,1.0,1.0,11.0,75.0,0.0,0.0,84.0,0.0,84.0,21:01:27
176,12160.0,22.0,12155.0,12160.0,0.0,0.0,8.0,69.0,-3.0,-6.0,10.0,12.0,-2.0,21:01:28
177,12155.0,4.0,12155.0,12160.0,0.0,0.0,21.0,72.0,13.0,3.0,0.0,4.0,-4.0,21:01:28
178,12155.0,18.0,12155.0,12160.0,0.0,0.0,17.0,76.0,-4.0,4.0,0.0,18.0,-18.0,21:01:29
179,12160.0,40.0,12150.0,12155.0,-1.0,-1.0,75.0,5.0,0.0,0.0,0.0,40.0,-40.0,21:01:29
180,12155.0,22.0,12150.0,12155.0,0.0,0.0,73.0,9.0,-2.0,4.0,16.0,6.0,10.0,21:01:30
181,12155.0,26.0,12150.0,12155.0,0.0,0.0,64.0,21.0,-9.0,12.0,6.0,20.0,-14.0,21:01:30
182,12155.0,76.0,12150.0,12155.0,0.0,0.0,55.0,6.0,-9.0,-15.0,60.0,16.0,44.0,21:01:31
183,12155.0,4.0,12150.0,12155.0,0.0,0.0,60.0,28.0,5.0,22.0,4.0,-0.0,4.0,21:01:31
184,12155.0,10.0,12150.0,12155.0,0.0,0.0,58.0,30.0,-2.0,2.0,10.0,-0.0,10.0,21:01:32
185,12155.0,32.0,12150.0,12155.0,0.0,0.0,47.0,30.0,-11.0,0.0,12.0,20.0,-8.0,21:01:32
186,12155.0,16.0,12150.0,12155.0,0.0,0.0,41.0,38.0,-6.0,8.0,6.0,10.0,-4.0,21:01:33
187,12150.0,44.0,12150.0,12155.0,0.0,0.0,30.0,41.0,-11.0,3.0,6.0,38.0,-32.0,21:01:33
188,12155.0,18.0,12150.0,12155.0,0.0,0.0,24.0,43.0,-6.0,2.0,6.0,12.0,-6.0,21:01:34
189,12150.0,98.0,12145.0,12150.0,-1.0,-1.0,63.0,12.0,0.0,0.0,0.0,98.0,-98.0,21:01:34
190,12150.0,36.0,12145.0,12150.0,0.0,0.0,55.0,2.0,-8.0,-10.0,22.0,14.0,8.0,21:01:35
191,12150.0,6.0,12145.0,12155.0,0.0,1.0,71.0,50.0,16.0,0.0,6.0,-0.0,6.0,21:01:35
192,12150.0,4.0,12145.0,12150.0,0.0,-1.0,71.0,1.0,0.0,0.0,2.0,2.0,0.0,21:01:36
193,12150.0,2.0,12145.0,12155.0,0.0,1.0,71.0,53.0,0.0,0.0,2.0,-0.0,2.0,21:01:36
194,12145.0,10.0,12145.0,12150.0,0.0,-1.0,71.0,1.0,0.0,0.0,0.0,10.0,-10.0,21:01:37
195,12145.0,24.0,12150.0,12155.0,1.0,1.0,2.0,61.0,0.0,0.0,24.0,0.0,24.0,21:01:37
196,12150.0,10.0,12145.0,12150.0,-1.0,-1.0,65.0,30.0,0.0,0.0,0.0,10.0,-10.0,21:01:38
197,12150.0,68.0,12150.0,12155.0,1.0,1.0,18.0,62.0,0.0,0.0,68.0,0.0,68.0,21:01:38
198,12150.0,10.0,12150.0,12155.0,0.0,0.0,23.0,63.0,5.0,1.0,0.0,10.0,-10.0,21:01:39
199,12150.0,30.0,12150.0,12155.0,0.0,0.0,10.0,62.0,-13.0,-1.0,2.0,28.0,-26.0,21:01:39
200,12145.0,12.0,12145.0,12150.0,-1.0,-1.0,61.0,17.0,0.0,0.0,0.0,12.0,-12.0,21:01:40
201,12145.0,12.0,12145.0,12150.0,0.0,0.0,57.0,19.0,-4.0,2.0,2.0,10.0,-8.0,21:01:40
202,12145.0,2.0,12145.0,12150.0,0.0,0.0,69.0,29.0,12.0,10.0,0.0,2.0,-2.0,21:01:41
203,12150.0,2.0,12145.0,12150.0,0.0,0.0,70.0,28.0,1.0,-1.0,2.0,-0.0,2.0,21:01:41
204,12150.0,0.0,12145.0,12150.0,0.0,0.0,75.0,32.0,5.0,4.0,0.0,-0.0,0.0,21:01:42
205,12150.0,6.0,12145.0,12150.0,0.0,0.0,75.0,31.0,0.0,-1.0,6.0,-0.0,6.0,21:01:42
206,12145.0,14.0,12145.0,12150.0,0.0,0.0,73.0,34.0,-2.0,3.0,6.0,8.0,-2.0,21:01:43
207,12150.0,4.0,12145.0,12150.0,0.0,0.0,79.0,32.0,6.0,-2.0,4.0,-0.0,4.0,21:01:43
208,12150.0,4.0,12145.0,12150.0,0.0,0.0,79.0,30.0,0.0,-2.0,4.0,-0.0,4.0,21:01:44
209,12150.0,0.0,12145.0,12150.0,0.0,0.0,81.0,30.0,2.0,0.0,0.0,-0.0,0.0,21:01:44
210,12150.0,12.0,12145.0,12150.0,0.0,0.0,81.0,29.0,0.0,-1.0,12.0,-0.0,12.0,21:01:45
211,12150.0,8.0,12145.0,12150.0,0.0,0.0,82.0,36.0,1.0,7.0,8.0,-0.0,8.0,21:01:45
212,12145.0,62.0,12145.0,12150.0,0.0,0.0,54.0,45.0,-28.0,9.0,2.0,60.0,-58.0,21:01:46
213,12150.0,98.0,12150.0,12155.0,1.0,1.0,1.0,84.0,0.0,0.0,98.0,0.0,98.0,21:01:46
