,lastPrice,tick_volume,bidPrice1,askPrice1,bidPrice1_change,askPrice1_change,bidVolume1,askVolume1,bid_vol_change,ask_vol_change,buy_tick_volume,sell_tick_volume,buy_minus_sell_volume,updateTime,1min sum(N),2min sum(N),,
9788,11835,6,11830,11835,0,0,72,34,2,11,6,0,6,22:23:26,66,454,-2082,-1405.2
9789,11830,8,11830,11835,0,0,68,34,-4,0,6,2,4,22:23:27,-94,182,-2202,-2171.6
9790,11830,4,11830,11835,0,0,66,37,-2,3,0,4,-4,22:23:27,-96,394,-2200,-1919.2
9791,11830,14,11830,11835,0,0,62,40,-4,3,0,14,-14,22:23:28,-98,330,-2196,-1996
9792,11830,2,11830,11835,0,0,62,50,0,10,0,2,-2,22:23:28,-104,318,-2206,-2032.4
9793,11830,32,11830,11835,0,0,52,36,-10,-14,30,2,28,22:23:29,-136,288,-2218,-2144.4
9794,11830,22,11830,11835,0,0,64,26,12,-10,16,6,10,22:23:29,-150,294,-2220,-2167.2
9795,11835,4,11830,11835,0,0,73,22,9,-4,4,0,4,22:23:30,-128,370,-2192,-2004
9796,11835,54,11830,11835,0,0,63,13,-10,-9,34,20,14,22:23:30,-114,472,-2178,-1839.6
9797,11835,2,11830,11835,0,0,64,20,1,7,2,0,2,22:23:31,-128,514,-2196,-1835.2
9798,11835,4,11830,11835,0,0,66,22,2,2,4,0,4,22:23:31,-124,538,-2178,-1780.4
9799,11830,26,11830,11835,0,0,66,21,0,-1,2,24,-22,22:23:32,-126,684,-2196,-1627.2
9800,11835,10,11830,11835,0,0,66,17,0,-4,10,0,10,22:23:32,-242,678,-2206,-1876.4
9801,11835,20,11830,11835,0,0,64,22,-2,5,14,6,8,22:23:33,-310,754,-2248,-1963.2
9802,11830,8,11830,11835,0,0,61,37,-3,15,0,8,-8,22:23:33,-268,800,-2232,-1808
9803,11835,4,11830,11835,0,0,61,42,0,5,4,0,4,22:23:34,-236,878,-2258,-1676.4
9804,11835,0,11830,11835,0,0,61,42,0,0,0,0,0,22:23:34,-244,1048,-2268,-1498.4
9805,11835,28,11830,11835,0,0,62,29,1,-13,26,2,24,22:23:35,-246,1010,-2174,-1454
9806,11830,14,11830,11835,0,0,56,36,-6,7,4,10,-6,22:23:35,-260,954,-2148,-1523.2
9807,11835,10,11830,11835,0,0,58,38,2,2,10,0,10,22:23:36,-264,940,-2142,-1542
9808,11835,16,11830,11835,0,0,57,37,-1,-1,4,12,-8,22:23:36,-294,972,-2170,-1591.6
9809,11835,12,11830,11835,0,0,62,31,5,-6,12,0,12,22:23:37,-296,998,-2166,-1560.4
9810,11835,4,11830,11835,0,0,62,33,0,2,4,0,4,22:23:37,-308,782,-2176,-1853.6
9811,11830,4,11830,11835,0,0,64,36,2,3,0,4,-4,22:23:38,-302,944,-2158,-1629.2
9812,11835,20,11830,11835,0,0,60,40,-4,4,10,10,0,22:23:38,-300,968,-2154,-1592.4
9813,11830,2,11830,11835,0,0,64,42,4,2,0,2,-2,22:23:39,-306,982,-2158,-1591.6
9814,11830,2,11830,11835,0,0,64,42,0,0,0,2,-2,22:23:39,-326,970,-2158,-1646
9815,11830,6,11830,11835,0,0,63,41,-1,-1,2,4,-2,22:23:40,-212,880,-2166,-1534
9816,11830,22,11830,11835,0,0,53,41,-10,0,0,22,-22,22:23:40,-214,946,-2168,-1460.8
9817,11830,0,11830,11835,0,0,57,51,4,10,0,0,0,22:23:41,-220,828,-2166,-1612.4
9818,11830,34,11830,11835,0,0,41,50,-16,-1,2,32,-30,22:23:41,-266,596,-2188,-2004.8
9819,11830,16,11830,11835,0,0,36,50,-5,0,4,12,-8,22:23:42,-276,596,-2192,-2028.8
9820,11830,76,11830,11835,0,0,6,51,-30,1,0,76,-76,22:23:42,-354,570,-2228,-2252
9821,11825,64,11825,11830,-1,-1,54,61,0,0,0,64,-64,22:23:43,-360,540,-2242,-2314
9822,11830,6,11825,11830,0,0,56,94,2,33,4,2,2,22:23:43,-432,492,-2316,-2589.6
9823,11825,10,11825,11830,0,0,50,99,-6,5,0,10,-10,22:23:44,-494,442,-2390,-2847.6
9824,11825,40,11825,11830,0,0,28,100,-22,1,0,40,-40,22:23:44,-560,450,-2388,-2968
9825,11825,68,11825,11830,0,0,3,115,-25,15,0,68,-68,22:23:45,-574,350,-2404,-3132
9826,11825,26,11820,11825,-1,-1,92,87,0,0,0,26,-26,22:23:45,-614,314,-2446,-3297.2
9827,11820,28,11820,11825,0,0,88,65,-4,-22,20,8,12,22:23:46,-668,308,-2370,-3336.4
9828,11820,32,11820,11825,0,0,87,51,-1,-14,22,10,12,22:23:46,-694,242,-2398,-3495.6
9829,11820,28,11820,11825,0,0,75,50,-12,-1,4,24,-20,22:23:47,-686,266,-2344,-3396.8
9830,11820,42,11820,11825,0,0,55,50,-20,0,6,36,-30,22:23:47,-708,280,-2436,-3516
9831,11820,16,11820,11825,0,0,49,52,-6,2,2,14,-12,22:23:48,-718,266,-2438,-3554.8
9832,11820,22,11820,11825,0,0,46,39,-3,-13,6,16,-10,22:23:48,-754,190,-2472,-3752
9833,11820,130,11815,11820,-1,-1,113,14,0,0,0,130,-130,22:23:49,-760,120,-2484,-3860
9834,11825,94,11820,11825,1,1,27,28,0,0,94,0,94,22:23:49,-770,150,-2486,-3846
9835,11820,122,11820,11830,0,1,33,91,6,0,112,10,102,22:23:50,-902,68,-2616,-4338.4
9836,11825,10,11820,11825,0,-1,62,38,29,0,4,6,-2,22:23:50,-822,158,-2512,-3966.4
9837,11825,22,11820,11825,0,0,56,38,-6,0,20,2,18,22:23:51,-726,256,-2400,-3544.8
9838,11825,36,11820,11825,0,0,71,40,15,2,6,30,-24,22:23:51,-730,252,-2408,-3565.6
9839,11825,8,11820,11825,0,0,71,40,0,0,2,6,-4,22:23:52,-770,272,-2396,-3609.6
9840,11825,8,11820,11825,0,0,76,37,5,-3,6,2,4,22:23:52,-794,222,-2428,-3749.6
9841,11820,32,11820,11825,0,0,66,33,-10,-4,2,30,-28,22:23:53,-814,234,-2432,-3779.2
9842,11825,46,11820,11825,0,0,56,32,-10,-1,10,36,-26,22:23:53,-810,236,-2428,-3764.8
9843,11825,12,11820,11825,0,0,65,31,9,-1,10,2,8,22:23:54,-842,200,-2458,-3902
9844,11820,36,11820,11825,0,0,69,9,4,-22,32,4,28,22:23:54,-838,316,-2490,-3786.8
9845,11830,20,11825,11830,1,1,38,83,0,0,20,0,20,22:23:55,-828,320,-2488,-3760
9846,11830,118,11825,11830,0,0,50,26,12,-57,116,2,114,22:23:55,-800,364,-2466,-3629.2
9847,11825,76,11830,11835,1,1,4,28,0,0,76,0,76,22:23:56,-782,372,-2446,-3563.6
9848,11825,38,11825,11835,-1,0,50,35,0,7,0,38,-38,22:23:56,-668,482,-2348,-3105.6
9849,11830,8,11825,11835,0,0,63,41,13,6,4,4,0,22:23:57,-578,556,-2290,-2778.8
9850,11825,6,11825,11835,0,0,62,40,-1,-1,3,3,0,22:23:57,-616,430,-2350,-3066
9851,11835,6,11830,11835,1,0,1,41,0,1,3,3,0,22:23:58,-618,414,-2334,-3073.2
9852,11830,32,11825,11830,-1,-1,54,14,0,0,0,32,-32,22:23:58,-620,418,-2346,-3084.4
9853,11825,8,11825,11830,0,0,55,22,1,8,4,4,0,22:23:59,-620,402,-2334,-3091.6
9854,11830,48,11825,11830,0,0,32,25,-23,3,6,42,-36,22:23:59,-650,390,-2372,-3204
9855,11830,6,11825,11830,0,0,26,51,-6,26,2,4,-2,22:24:00,-644,412,-2366,-3159.6
9856,11825,38,11825,11830,0,0,30,53,4,2,0,38,-38,22:24:00,-680,442,-2400,-3229.6
9857,11825,10,11825,11830,0,0,51,57,21,4,2,8,-6,22:24:01,-692,346,-2270,-3238.8
9858,11825,10,11825,11830,0,0,51,57,0,0,0,10,-10,22:24:01,-726,270,-2262,-3390
9859,11830,38,11825,11830,0,0,38,49,-13,-8,6,32,-26,22:24:02,-734,308,-2278,-3376.4
9860,11825,42,11825,11830,0,0,24,45,-14,-4,10,32,-22,22:24:02,-698,388,-2290,-3220.4
9861,11830,6,11825,11830,0,0,23,46,-1,1,2,4,-2,22:24:03,-680,358,-2318,-3248.4
9862,11825,6,11825,11830,0,0,21,50,-2,4,2,4,-2,22:24:03,-710,332,-2298,-3319.6
9863,11830,16,11825,11830,0,0,17,50,-4,0,2,14,-12,22:24:04,-720,308,-2298,-3368.4
9864,11825,36,11820,11825,-1,-1,75,7,0,0,0,36,-36,22:24:04,-720,288,-2286,-3380.4
9865,11825,40,11820,11825,0,0,58,11,-17,4,40,0,40,22:24:05,-730,224,-2314,-3505.2
9866,11820,2,11820,11825,0,0,58,42,0,31,0,2,-2,22:24:05,-768,190,-2268,-3576
9867,11825,2,11820,11825,0,0,48,44,-10,2,2,0,2,22:24:06,-748,178,-2176,-3458.4
9868,11825,6,11820,11825,0,0,48,42,0,-2,6,0,6,22:24:06,-748,70,-2242,-3654
9869,11825,28,11820,11825,0,0,45,34,-3,-8,20,8,12,22:24:07,-752,130,-2250,-3598
9870,11825,6,11820,11825,0,0,44,39,-1,5,2,4,-2,22:24:07,-746,168,-2236,-3526.4
9871,11820,12,11820,11825,0,0,41,40,-3,1,6,6,0,22:24:08,-634,164,-2220,-3291.2
9872,11825,44,11820,11825,0,0,29,31,-12,-9,20,24,-4,22:24:08,-554,152,-2220,-3145.6
9873,11820,14,11820,11825,0,0,27,32,-2,1,0,14,-14,22:24:09,-560,156,-2180,-3112.8
9874,11825,4,11820,11825,0,0,38,31,11,-1,2,2,0,22:24:09,-556,142,-2180,-3121.6
9875,11825,22,11820,11825,0,0,47,32,9,1,4,18,-14,22:24:10,-416,124,-2184,-2867.2
9876,11820,22,11820,11825,0,0,44,32,-3,0,10,12,-2,22:24:10,-458,202,-2116,-2789.6
9877,11820,64,11820,11825,0,0,42,5,-2,-27,52,12,40,22:24:11,-466,224,-2126,-2789.2
9878,11825,12,11825,11830,1,1,36,167,0,0,12,0,12,22:24:11,-472,234,-2132,-2795.2
9879,11825,106,11825,11830,0,0,4,177,-32,10,0,106,-106,22:24:12,-428,256,-2096,-2644.8
9880,11820,22,11820,11825,-1,-1,45,39,0,0,0,22,-22,22:24:12,-418,248,-2058,-2596.4
9881,11820,10,11820,11825,0,0,58,50,13,11,4,6,-2,22:24:13,-520,174,-2136,-2967.2
9882,11820,0,11820,11825,0,0,85,51,27,1,0,0,0,22:24:13,-546,100,-2158,-3130
9883,11825,40,11820,11825,0,0,86,33,1,-18,38,2,36,22:24:14,-546,-164,-2164,-3452.8
9884,11820,4,11820,11825,0,0,85,28,-1,-5,0,4,-4,22:24:14,-544,-294,-2158,-3598.8
9885,11825,6,11820,11825,0,0,91,20,6,-8,4,2,2,22:24:15,-508,-400,-2116,-3612
9886,11825,32,11820,11825,0,0,88,34,-3,14,22,10,12,22:24:15,-522,-400,-2116,-3640
9887,11825,6,11820,11825,0,0,94,34,6,0,6,0,6,22:24:16,-516,-396,-2112,-3619.2
9888,11820,42,11820,11825,0,0,79,103,-15,69,2,40,-38,22:24:16,-502,-300,-2104,-3468
9889,11820,26,11820,11825,0,0,66,105,-13,2,4,22,-18,22:24:17,-486,-292,-2094,-3416.4
9890,11820,60,11820,11825,0,0,45,108,-21,3,0,60,-60,22:24:17,-520,-350,-2144,-3604
9891,11820,56,11820,11825,0,0,33,112,-12,4,0,56,-56,22:24:18,-540,-364,-2164,-3680.8
9892,11820,18,11820,11825,0,0,34,110,1,-2,4,14,-10,22:24:18,-598,-420,-2326,-4026
9893,11820,10,11820,11825,0,0,34,106,0,-4,0,10,-10,22:24:19,-646,-486,-2388,-4263.2
9894,11825,4,11820,11825,0,0,39,106,5,0,4,0,4,22:24:19,-658,-500,-2380,-4296
9895,11820,18,11820,11825,0,0,48,97,9,-9,16,2,14,22:24:20,-670,-526,-2366,-4337.2
9896,11820,68,11820,11825,0,0,22,76,-26,-21,36,32,4,22:24:20,-662,-530,-2396,-4356
9897,11825,6,11820,11825,0,0,38,76,16,0,4,2,2,22:24:21,-648,-536,-2486,-4425.2
9898,11820,8,11820,11825,0,0,64,79,26,3,2,6,-4,22:24:21,-642,-600,-2556,-4560
9899,11820,72,11820,11825,0,0,52,85,-12,6,0,72,-72,22:24:22,-640,-594,-2546,-4538.8
9900,11820,14,11820,11825,0,0,49,92,-3,7,0,14,-14,22:24:22,-648,-596,-2522,-4533.2
9901,11820,2,11820,11825,0,0,57,92,8,0,0,2,-2,22:24:23,-718,-616,-2588,-4763.2
9902,11820,6,11820,11825,0,0,51,91,-6,-1,2,4,-2,22:24:23,-734,-638,-2604,-4837.6
9903,11825,18,11820,11825,0,0,58,83,7,-8,16,2,14,22:24:24,-748,-642,-2710,-4976.4
9904,11820,6,11820,11825,0,0,61,83,3,0,2,4,-2,22:24:24,-750,-642,-2712,-4982.4
9905,11820,14,11820,11825,0,0,56,83,-5,0,2,12,-10,22:24:25,-736,-630,-2694,-4922
9906,11825,6,11820,11825,0,0,57,80,1,-3,6,0,6,22:24:25,-740,-634,-2720,-4960.8
9907,11820,4,11820,11825,0,0,59,80,2,0,2,2,0,22:24:26,-720,-646,-2714,-4929.2
9908,11820,4,11820,11825,0,0,58,80,-1,0,0,4,-4,22:24:26,-712,-646,-2716,-4915.2
9909,11820,18,11820,11825,0,0,53,75,-5,-5,12,6,6,22:24:27,-590,-684,-2736,-4736.8
9910,11825,26,11820,11825,0,0,42,74,-11,-1,2,24,-22,22:24:27,-600,-696,-2738,-4773.2
9911,11825,2,11820,11825,0,0,45,73,3,-1,2,0,2,22:24:28,-598,-696,-2710,-4741.2
9912,11820,16,11820,11825,0,0,39,74,-6,1,0,16,-16,22:24:28,-616,-720,-2718,-4814
9913,11820,0,11820,11825,0,0,41,76,2,2,0,0,0,22:24:29,-600,-736,-2716,-4799.2
9914,11820,4,11820,11825,0,0,40,75,-1,-1,2,2,0,22:24:29,-614,-764,-2732,-4876.8
9915,11825,6,11820,11825,0,0,69,71,29,-4,6,0,6,22:24:30,-642,-770,-2730,-4938
9916,11825,8,11820,11825,0,0,82,68,13,-3,6,2,4,22:24:30,-652,-766,-2742,-4965.2
9917,11825,112,11820,11825,0,0,76,20,-6,-48,98,14,84,22:24:31,-650,-778,-2728,-4961.6
9918,11830,62,11825,11830,1,1,125,175,0,0,62,0,62,22:24:31,-660,-784,-2620,-4880.8
9919,11830,26,11825,11830,0,0,133,160,8,-15,24,2,22,22:24:32,-578,-704,-2540,-4540.8
9920,11830,20,11825,11830,0,0,155,154,22,-6,18,2,16,22:24:32,-520,-762,-2422,-4376.4
9921,11830,0,11825,11830,0,0,133,151,-22,-3,0,0,0,22:24:33,-476,-786,-2316,-4211.2
9922,11830,2,11825,11830,0,0,134,155,1,4,2,0,2,22:24:33,-470,-738,-2308,-4133.6
9923,11830,16,11825,11830,0,0,133,147,-1,-8,14,2,12,22:24:34,-478,-714,-2322,-4134.8
9924,11830,4,11825,11830,0,0,134,145,1,-2,4,0,4,22:24:34,-468,-712,-2316,-4106.4
9925,11830,6,11825,11830,0,0,122,145,-12,0,2,4,-2,22:24:35,-460,-706,-2302,-4069.2
9926,11825,6,11825,11830,0,0,119,146,-3,1,0,6,-6,22:24:35,-456,-716,-2300,-4071.2
9927,11825,4,11825,11830,0,0,70,145,-49,-1,2,2,0,22:24:36,-482,-746,-2302,-4161.2
9928,11830,32,11825,11830,0,0,46,142,-24,-3,6,26,-20,22:24:36,-482,-776,-2324,-4219.2
9929,11825,4,11825,11830,0,0,47,143,1,1,2,2,0,22:24:37,-492,-788,-2320,-4249.6
9930,11825,0,11825,11830,0,0,51,152,4,9,0,0,0,22:24:37,-504,-812,-2340,-4322.4
9931,11830,10,11825,11830,0,0,56,147,5,-5,10,0,10,22:24:38,-516,-818,-2340,-4353.6
9932,11830,4,11825,11830,0,0,56,145,0,-2,4,0,4,22:24:38,-520,-820,-2338,-4362
9933,11830,44,11825,11830,0,0,62,128,6,-17,38,6,32,22:24:39,-506,-812,-2350,-4336.4
9934,11830,42,11825,11830,0,0,64,108,2,-20,40,2,38,22:24:39,-502,-828,-2344,-4341.6
9935,11830,14,11825,11830,0,0,68,102,4,-6,6,8,-2,22:24:40,-468,-680,-2254,-4006
9936,11830,2,11825,11830,0,0,70,104,2,2,2,0,2,22:24:40,-428,-642,-2212,-3838.4
9937,11830,0,11825,11830,0,0,72,106,2,2,0,0,0,22:24:41,-428,-648,-2210,-3843.6
9938,11830,6,11825,11830,0,0,73,104,1,-2,6,0,6,22:24:41,-404,-670,-2228,-3840
9939,11830,10,11825,11830,0,0,74,100,1,-4,10,0,10,22:24:42,-404,-680,-2226,-3850
9940,11825,6,11825,11830,0,0,71,104,-3,4,0,6,-6,22:24:42,-368,-722,-2220,-3822.4
9941,11830,22,11825,11830,0,0,71,114,0,10,22,0,22,22:24:43,-350,-710,-2202,-3754
9942,11830,20,11825,11830,0,0,70,106,-1,-8,16,4,12,22:24:43,-280,-712,-2206,-3620.4
9943,11830,34,11825,11830,0,0,72,92,2,-14,28,6,22,22:24:44,-194,-688,-2186,-3399.6
9944,11830,22,11825,11830,0,0,70,85,-2,-7,8,14,-6,22:24:44,-184,-744,-2174,-3434.8
9945,11830,6,11825,11830,0,0,69,84,-1,-1,6,0,6,22:24:45,-152,-726,-2150,-3325.2
9946,11830,156,11825,11830,0,0,65,13,-4,-71,142,14,128,22:24:45,-118,-732,-2150,-3264.4
9947,11830,22,11830,11835,1,1,16,56,0,0,22,0,22,22:24:46,-44,-712,-2080,-3022.4
9948,11835,40,11830,11835,0,0,44,53,28,-3,36,4,32,22:24:46,110,-584,-1954,-2434.8
9949,11830,8,11830,11835,0,0,66,51,22,-2,2,6,-4,22:24:47,120,-566,-1934,-2373.2
9950,11835,4,11830,11835,0,0,68,51,2,0,2,2,0,22:24:47,140,-568,-1910,-2311.6
9951,11835,8,11830,11835,0,0,68,58,0,7,8,0,8,22:24:48,156,-562,-1896,-2258.4
9952,11835,6,11830,11835,0,0,69,57,1,-1,6,0,6,22:24:48,186,-568,-1894,-2203.6
9953,11830,4,11830,11835,0,0,69,58,0,1,0,4,-4,22:24:49,206,-554,-1746,-1998.8
9954,11830,80,11830,11835,0,0,73,4,4,-54,78,2,76,22:24:49,222,-548,-1740,-1953.6
9955,11835,10,11835,11840,1,1,32,87,0,0,10,0,10,22:24:50,348,-554,-1740,-1708.8
9956,11835,30,11835,11840,0,0,4,90,-28,3,0,30,-30,22:24:50,330,-492,-1638,-1568.4
9957,11835,112,11830,11835,-1,-1,40,32,0,0,0,112,-112,22:24:51,238,-488,-1608,-1717.6
9958,11830,86,11830,11835,0,0,1,89,-39,57,2,84,-82,22:24:51,210,-520,-1620,-1824
9959,11830,10,11825,11830,-1,-1,76,29,0,0,0,10,-10,22:24:52,80,-690,-1628,-2296
9960,11830,2,11825,11830,0,0,77,46,1,17,2,0,2,22:24:52,22,-772,-1716,-2598.4
9961,11830,4,11825,11830,0,0,77,47,0,1,4,0,4,22:24:53,16,-798,-1704,-2629.6
9962,11830,52,11825,11830,0,0,77,36,0,-11,52,0,52,22:24:53,14,-796,-1692,-2619.2
9963,11830,6,11825,11830,0,0,82,33,5,-3,6,0,6,22:24:54,46,-796,-1674,-2537.2
9964,11830,4,11825,11830,0,0,81,37,-1,4,2,2,0,22:24:54,124,-714,-1666,-2274.8
9965,11825,4,11825,11830,0,0,80,38,-1,1,2,2,0,22:24:55,122,-706,-1674,-2277.2
9966,11825,12,11825,11830,0,0,78,33,-2,-5,10,2,8,22:24:55,94,-706,-1500,-2159.2
9967,11825,10,11825,11830,0,0,72,34,-6,1,2,8,-6,22:24:56,74,-708,-1468,-2169.6
9968,11830,6,11825,11830,0,0,74,41,2,7,6,0,6,22:24:56,-32,-700,-1102,-2006
9969,11830,12,11825,11830,0,0,74,52,0,11,12,0,12,22:24:57,-114,-692,-1244,-2302.4
9970,11830,8,11825,11830,0,0,73,34,-1,-18,8,0,8,22:24:57,-70,-686,-1090,-2053.2
9971,11830,36,11825,11830,0,0,64,22,-9,-12,18,18,0,22:24:58,-58,-676,-1034,-1961.2
9972,11830,18,11825,11830,0,0,60,20,-4,-2,6,12,-6,22:24:58,-50,-670,-760,-1664
9973,11825,34,11825,11830,0,0,58,28,-2,8,30,4,26,22:24:59,-50,-670,-732,-1636
9974,11830,4,11825,11830,0,0,62,31,4,3,2,2,0,22:24:59,-24,-674,-750,-1606.8
9975,11825,2,11825,11830,0,0,63,47,1,16,0,2,-2,22:25:00,2,-642,-570,-1336.4
9976,11830,12,11825,11830,0,0,56,57,-7,10,2,10,-8,22:25:00,38,-642,-540,-1234.4
9977,11825,116,11820,11825,-1,-1,102,13,0,0,0,116,-116,22:25:01,38,-654,-320,-1028.8
9978,11820,88,11820,11825,0,0,87,107,-15,94,34,54,-20,22:25:01,68,-658,-660,-1313.6
9979,11825,76,11820,11825,0,0,64,100,-23,-7,34,42,-8,22:25:02,-42,-776,-860,-1875.2
9980,11825,40,11820,11825,0,0,51,93,-13,-7,22,18,4,22:25:02,-52,-750,-870,-1874
9981,11820,10,11820,11825,0,0,47,95,-4,2,2,8,-6,22:25:03,-34,-714,-728,-1652.8
9982,11825,6,11820,11825,0,0,46,95,-1,0,4,2,2,22:25:03,-8,-718,-530,-1407.6
9983,11820,8,11820,11825,0,0,45,92,-1,-3,6,2,4,22:25:04,-12,-732,-610,-1512.4
9984,11820,0,11820,11825,0,0,67,92,22,0,0,0,0,22:25:04,-8,-728,-612,-1501.6
9985,11820,28,11820,11825,0,0,53,88,-14,-4,0,28,-28,22:25:05,8,-722,-640,-1490.4
9986,11820,14,11820,11825,0,0,47,86,-6,-2,0,14,-14,22:25:05,44,-724,-624,-1404.8
9987,11825,36,11820,11825,0,0,42,73,-5,-13,26,10,16,22:25:06,-24,-772,-618,-1592.4
9988,11820,6,11820,11825,0,0,32,75,-10,2,0,6,-6,22:25:06,-36,-784,-612,-1624.8
9989,11820,34,11820,11825,0,0,9,25,-23,-50,0,34,-34,22:25:07,-22,-774,-648,-1620.8
9990,11820,16,11820,11825,0,0,23,53,14,28,0,16,-16,22:25:07,-34,-780,-706,-1710
9991,11820,20,11820,11825,0,0,57,52,34,-1,0,20,-20,22:25:08,-80,-714,-802,-1818.8
9992,11820,72,11820,11825,0,0,14,44,-43,-8,0,72,-72,22:25:08,-94,-648,-902,-1867.6
9993,11825,30,11820,11825,0,0,21,48,7,4,2,28,-26,22:25:09,-114,-674,-838,-1874.8
9994,11825,2,11820,11825,0,0,24,49,3,1,2,0,2,22:25:09,-182,-738,-870,-2119.6
9995,11825,10,11820,11825,0,0,29,50,5,1,4,6,-2,22:25:10,-194,-610,-876,-1996
9996,11820,12,11820,11825,0,0,34,52,5,2,2,10,-8,22:25:10,-192,-650,-874,-2038
9997,11825,12,11820,11825,0,0,29,51,-5,-1,2,10,-8,22:25:11,-180,-646,-968,-2103.2
9998,11820,12,11820,11825,0,0,26,73,-3,22,0,12,-12,22:25:11,-186,-658,-924,-2085.6
9999,11825,4,11820,11825,0,0,33,72,7,-1,2,2,0,22:25:12,-234,-662,-910,-2172.4
10000,11825,44,11820,11825,0,0,192,55,159,-17,34,10,24,22:25:12,-258,-676,-926,-2253.2
10001,11825,112,11825,11830,1,1,79,70,0,0,112,0,112,22:25:13,-152,-672,-926,-2036.4
10002,11830,34,11825,11830,0,0,72,66,-7,-4,2,32,-30,22:25:13,-106,-652,-912,-1906.4
10003,11830,2,11825,11830,0,0,72,73,0,7,2,0,2,22:25:14,8,-538,-764,-1393.6
10004,11830,0,11825,11830,0,0,74,74,2,1,0,0,0,22:25:14,-22,-566,-780,-1503.2
10005,11825,4,11825,11830,0,0,73,123,-1,49,2,2,0,22:25:15,-56,-564,-814,-1602.8
10006,11830,26,11825,11830,0,0,75,113,2,-10,6,20,-14,22:25:15,-52,-574,-812,-1604.8
10007,11830,18,11825,11830,0,0,75,112,0,-1,6,12,-6,22:25:16,-54,-570,-804,-1596
10008,11825,124,11825,11830,0,0,14,115,-61,3,0,124,-124,22:25:16,-80,-582,-828,-1686.4
10009,11825,30,11820,11825,-1,-1,66,25,0,0,0,30,-30,22:25:17,-92,-578,-876,-1753.6
10010,11820,14,11820,11825,0,0,69,20,3,-5,12,2,10,22:25:17,-178,-698,-924,-2117.6
10011,11825,10,11820,11825,0,0,69,16,0,-4,10,0,10,22:25:18,-190,-730,-954,-2210
10012,11825,20,11820,11825,0,0,69,2,0,-14,20,0,20,22:25:18,-120,-718,-974,-2075.6
10013,11825,14,11825,11830,1,1,12,120,0,0,14,0,14,22:25:19,-54,-700,-976,-1924
10014,11830,2,11825,11830,0,0,36,119,24,-1,2,0,2,22:25:19,-24,-682,-976,-1842.4
10015,11830,2,11825,11830,0,0,51,118,15,-1,2,0,2,22:25:20,0,-670,-970,-1774
10016,11830,12,11825,11830,0,0,98,115,47,-3,6,6,0,22:25:20,-2,-664,-978,-1778.8
10017,11825,2,11825,11830,0,0,102,124,4,9,0,2,-2,22:25:21,-14,-662,-996,-1818.4
10018,11825,14,11825,11830,0,0,96,125,-6,1,2,12,-10,22:25:21,-18,-660,-998,-1826
10019,11825,26,11825,11830,0,0,82,125,-14,0,6,20,-14,22:25:22,-22,-662,-1028,-1866.4
10020,11830,2,11825,11830,0,0,80,125,-2,0,2,0,2,22:25:22,-28,-676,-1076,-1943.2
10021,11825,2,11825,11830,0,0,79,145,-1,20,0,2,-2,22:25:23,30,-688,-1084,-1849.6
10022,11830,2,11825,11830,0,0,79,144,0,-1,2,0,2,22:25:23,46,-688,-1090,-1823.6
10023,11825,14,11825,11830,0,0,90,140,11,-4,10,4,6,22:25:24,46,-702,-1072,-1822.4
10024,11825,2,11825,11830,0,0,89,140,-1,0,0,2,-2,22:25:24,50,-700,-1084,-1824
10025,11825,2,11825,11830,0,0,88,141,-1,1,0,2,-2,22:25:25,42,-694,-1040,-1788.8
10026,11825,0,11825,11830,0,0,91,141,3,0,0,0,0,22:25:25,42,-698,-966,-1719.6
10027,11830,2,11825,11830,0,0,96,139,5,-2,2,0,2,22:25:26,50,-670,-1046,-1750
10028,11825,2,11825,11830,0,0,96,140,0,1,0,2,-2,22:25:26,44,-668,-1060,-1773.6
10029,11830,10,11825,11830,0,0,120,137,24,-3,6,4,2,22:25:27,46,-544,-1086,-1646.8
10030,11825,28,11825,11830,0,0,116,127,-4,-10,20,8,12,22:25:27,48,-552,-1132,-1698.4
10031,11830,16,11825,11830,0,0,128,120,12,-7,16,0,16,22:25:28,44,-554,-1108,-1684.8
10032,11830,22,11825,11830,0,0,132,108,4,-12,22,0,22,22:25:28,78,-538,-1100,-1589.6
10033,11830,2,11825,11830,0,0,132,109,0,1,2,0,2,22:25:29,92,-508,-1092,-1517.6
10034,11825,32,11825,11830,0,0,139,95,7,-14,28,4,24,22:25:29,130,-484,-1028,-1348.8
10035,11830,8,11825,11830,0,0,148,91,9,-4,8,0,8,22:25:30,132,-510,-1038,-1386
10036,11830,112,11825,11830,0,0,146,41,-2,-50,104,8,96,22:25:30,156,-496,-1012,-1295.2
10037,11830,84,11830,11835,1,1,116,168,0,0,84,0,84,22:25:31,158,-492,-966,-1240.4
10038,11830,4,11830,11835,0,0,136,161,20,-7,2,2,0,22:25:31,250,-410,-812,-804
10039,11830,0,11830,11835,0,0,143,161,7,0,0,0,0,22:25:32,250,-328,-720,-613.6
10040,11830,30,11830,11835,0,0,132,160,-11,-1,2,28,-26,22:25:32,188,-332,-686,-708.4
10041,11830,6,11830,11835,0,0,125,161,-7,1,0,6,-6,22:25:33,166,-310,-514,-554
10042,11830,2,11830,11835,0,0,123,161,-2,0,0,2,-2,22:25:33,124,-346,-566,-733.2
10043,11830,0,11830,11835,0,0,124,161,1,0,0,0,0,22:25:34,118,-360,-568,-764
