,lastPrice,tick_volume,bidPrice1,askPrice1,bidPrice1_change,askPrice1_change,bidVolume1,askVolume1,bid_vol_change,ask_vol_change,buy_tick_volume,sell_tick_volume,buy_minus_sell_volume,updateTime,1min sum(N),2min sum(N),,
11821,11835,68,11835,11840,0,0,48,81,32,-13,32,36,-4,22:40:24,-650,-1082,340,-2258.4
11822,11840,50,11835,11840,0,0,25,66,-23,-15,30,20,10,22:40:25,-524,-946,466,-1717.2
11823,11840,0,11835,11840,0,0,25,66,0,0,0,0,0,22:40:25,-528,-950,460,-1736
11824,11835,20,11835,11840,0,0,86,65,61,-1,12,8,4,22:40:26,-518,-940,470,-1694
11825,11835,10,11835,11840,0,0,90,49,4,-16,6,4,2,22:40:26,-518,-948,438,-1735.6
11826,11835,118,11835,11845,0,1,91,89,1,0,116,2,114,22:40:27,-512,-904,422,-1686.8
11827,11835,84,11835,11845,0,0,60,84,-31,-5,14,70,-56,22:40:27,-510,-886,412,-1671.2
11828,11845,26,11835,11845,0,0,62,82,2,-2,18,8,10,22:40:28,-396,-774,490,-1230.8
11829,11845,64,11835,11845,0,0,47,70,-15,-12,28,36,-8,22:40:28,-450,-832,412,-1486.4
11830,11845,0,11835,11845,0,0,47,70,0,0,0,0,0,22:40:29,-440,-822,420,-1446.4
11831,11845,0,11835,11840,0,-1,47,1,0,0,0,0,0,22:40:29,-446,-834,400,-1492.8
11832,11845,0,11835,11840,0,0,68,35,21,34,0,0,0,22:40:30,-448,-832,380,-1514.4
11833,11840,40,11835,11840,0,0,66,57,-2,22,40,0,40,22:40:30,-448,-832,360,-1534.4
11834,11840,2,11835,11840,0,0,66,57,0,0,2,0,2,22:40:31,-446,-832,378,-1512.4
11835,11840,0,11835,11840,0,0,66,58,0,1,0,0,0,22:40:31,-406,-792,426,-1336.4
11836,11835,4,11835,11840,0,0,64,57,-2,-1,2,2,0,22:40:32,-404,-790,430,-1326
11837,11835,0,11835,11840,0,0,65,57,1,0,0,0,0,22:40:32,-410,-790,456,-1312
11838,11840,2,11835,11840,0,0,65,57,0,0,2,0,2,22:40:33,-410,-790,478,-1290
11839,11835,2,11835,11840,0,0,65,57,0,0,0,2,-2,22:40:33,-410,-792,486,-1284.4
11840,11835,2,11835,11840,0,0,68,59,3,2,0,2,-2,22:40:34,-362,-792,490,-1184.4
11841,11840,12,11835,11840,0,0,69,53,1,-6,12,0,12,22:40:34,-336,-796,466,-1161.2
11842,11835,2,11835,11840,0,0,68,53,-1,0,0,2,-2,22:40:35,-348,-802,464,-1194.4
11843,11835,22,11835,11840,0,0,65,52,-3,-1,8,14,-6,22:40:35,-338,-796,476,-1155.2
11844,11835,0,11835,11840,0,0,66,52,1,0,0,0,0,22:40:36,-334,-796,468,-1155.2
11845,11840,4,11835,11840,0,0,67,50,1,-2,4,0,4,22:40:36,-340,-806,458,-1189.2
11846,11840,0,11835,11840,0,0,68,51,1,1,0,0,0,22:40:37,-350,-808,454,-1215.6
11847,11840,0,11835,11840,0,0,68,51,0,0,0,0,0,22:40:37,-348,-806,458,-1205.2
11848,11835,146,11830,11835,-1,-1,73,27,0,0,0,146,-146,22:40:38,-344,-808,452,-1205.6
11849,11835,2,11830,11835,0,0,73,343,0,316,2,0,2,22:40:38,-434,-812,450,-1392.4
11850,11830,144,11825,11830,-1,-1,59,18,0,0,0,144,-144,22:40:39,-580,-954,304,-2000.8
11851,11825,30,11825,11830,0,0,60,32,1,14,24,6,18,22:40:39,-572,-952,304,-1982.4
11852,11830,50,11825,11830,0,0,40,27,-20,-5,12,38,-26,22:40:40,-712,-1096,158,-2581.2
11853,11825,132,11820,11825,-1,-1,115,7,0,0,0,132,-132,22:40:40,-716,-1080,170,-2558
11854,11830,46,11825,11830,1,1,92,1,0,0,46,0,46,22:40:41,-736,-1106,144,-2655.2
11855,11830,26,11830,11835,1,1,74,259,0,0,26,0,26,22:40:41,-868,-1228,10,-3199.6
11856,11830,26,11830,11835,0,0,81,253,7,-6,2,24,-22,22:40:42,-828,-1158,54,-2991.6
11857,11830,14,11830,11835,0,0,74,253,-7,0,2,12,-10,22:40:42,-802,-1130,80,-2880
11858,11830,4,11830,11835,0,0,51,252,-23,-1,0,4,-4,22:40:43,-816,-1104,58,-2898.8
11859,11830,48,11830,11835,0,0,29,251,-22,-1,4,44,-40,22:40:43,-936,-1056,26,-3113.2
11860,11830,62,11825,11830,-1,-1,136,30,0,0,0,62,-62,22:40:44,-946,-1046,22,-3125.2
11861,11830,2,11825,11830,0,0,136,50,0,20,2,0,2,22:40:44,-984,-1036,-20,-3231.2
11862,11825,228,11825,11830,0,0,22,89,-114,39,0,228,-228,22:40:45,-1066,-1098,-130,-3579.6
11863,11825,72,11820,11825,-1,-1,124,122,0,0,0,72,-72,22:40:45,-1068,-1096,-218,-3669.2
11864,11825,22,11820,11825,0,0,116,124,-8,2,6,16,-10,22:40:46,-1294,-1318,-446,-4615.6
11865,11820,28,11820,11825,0,0,101,124,-15,0,0,28,-28,22:40:46,-1366,-1390,-518,-4918
11866,11820,128,11820,11825,0,0,53,113,-48,-11,28,100,-72,22:40:47,-1376,-1400,-528,-4960
11867,11820,126,11815,11820,-1,-1,57,15,0,0,0,126,-126,22:40:47,-1410,-1436,-582,-5125.2
11868,11820,126,11820,11825,1,1,34,109,0,0,126,0,126,22:40:48,-1482,-1508,-656,-5429.6
11869,11820,96,11815,11820,-1,-1,65,1,0,0,0,96,-96,22:40:48,-1608,-1654,-782,-5982.8
11870,11820,32,11820,11825,1,1,71,104,0,0,32,0,32,22:40:49,-1502,-1528,-652,-5489.6
11871,11820,122,11820,11825,0,0,60,49,-11,-55,100,22,78,22:40:49,-1598,-1612,-748,-5878.4
11872,11825,114,11825,11830,1,1,12,97,0,0,114,0,114,22:40:50,-1572,-1580,-718,-5758
11873,11825,110,11825,11830,0,0,8,100,-4,3,0,110,-110,22:40:50,-1502,-1500,-644,-5448
11874,11825,30,11820,11825,-1,-1,43,69,0,0,0,30,-30,22:40:51,-1390,-1388,-532,-4977.6
11875,11820,22,11820,11825,0,0,44,84,1,15,14,8,6,22:40:51,-1502,-1500,-646,-5450
11876,11825,38,11820,11825,0,0,25,83,-19,-1,4,34,-30,22:40:52,-1528,-1530,-676,-5568
11877,11825,14,11820,11825,0,0,24,77,-1,-6,14,0,14,22:40:52,-1532,-1524,-670,-5562.8
11878,11820,128,11815,11825,-1,0,68,47,0,-30,68,60,8,22:40:53,-1562,-1536,-700,-5667.2
11879,11820,14,11820,11825,1,0,8,29,0,-18,13,1,12,22:40:53,-1546,-1502,-688,-5582.4
11880,11820,32,11820,11825,0,0,30,55,22,26,0,32,-32,22:40:54,-1544,-1494,-680,-5560.8
11881,11820,16,11820,11825,0,0,23,59,-7,4,2,14,-12,22:40:54,-1532,-1482,-536,-5378.4
11882,11825,12,11820,11825,0,0,29,54,6,-5,10,2,8,22:40:55,-1568,-1498,-506,-5439.6
11883,11820,8,11820,11825,0,0,27,76,-2,22,0,8,-8,22:40:55,-1580,-1510,-518,-5490
11884,11820,72,11820,11825,0,0,3,69,-24,-7,22,50,-28,22:40:56,-1572,-1502,-454,-5400.4
11885,11820,12,11815,11820,-1,-1,71,16,0,0,0,12,-12,22:40:56,-1580,-1506,-354,-5321.2
11886,11825,60,11820,11825,1,1,31,81,0,0,60,0,60,22:40:57,-1608,-1522,-388,-5430.4
11887,11825,50,11820,11825,0,0,17,58,-14,-23,42,8,34,22:40:57,-1620,-1542,-402,-5492.4
11888,11820,2,11820,11825,0,0,23,61,6,3,0,2,-2,22:40:58,-1564,-1480,-338,-5242
11889,11820,2,11820,11825,0,0,22,66,-1,5,0,2,-2,22:40:58,-1526,-1440,-310,-5090
11890,11825,4,11820,11825,0,0,23,67,1,1,4,0,4,22:40:59,-1524,-1442,-312,-5090.4
11891,11825,14,11820,11825,0,0,24,66,1,-1,4,10,-6,22:40:59,-1530,-1444,-314,-5106.8
11892,11820,2,11820,11825,0,0,39,69,15,3,0,2,-2,22:41:00,-1534,-1436,-312,-5103.2
11893,11820,18,11820,11825,0,0,37,66,-2,-3,6,12,-6,22:41:00,-1512,-1442,-440,-5194.4
11894,11820,6,11820,11825,0,0,39,66,2,0,0,6,-6,22:41:01,-1512,-1444,-442,-5198.8
11895,11820,74,11820,11825,0,0,22,52,-17,-14,40,34,6,22:41:01,-1520,-1448,-448,-5225.6
11896,11825,16,11820,11825,0,0,17,51,-5,-1,2,14,-12,22:41:02,-1564,-1452,-454,-5324.4
11897,11820,10,11820,11825,0,0,22,55,5,4,4,6,-2,22:41:02,-1558,-1440,-448,-5292
11898,11820,34,11815,11820,-1,-1,88,34,0,0,0,34,-34,22:41:03,-1570,-1452,-460,-5342.4
11899,11820,32,11815,11820,0,0,85,23,-3,-11,32,0,32,22:41:03,-1462,-1458,-460,-5133.6
11900,11820,48,11820,11825,1,1,44,56,0,0,48,0,48,22:41:04,-1468,-1488,-494,-5215.6
11901,11825,12,11820,11825,0,0,43,51,-1,-5,6,6,0,22:41:04,-1348,-1456,-444,-4887.2
11902,11825,114,11820,11825,0,0,25,16,-18,-35,66,48,18,22:41:05,-1186,-1408,-396,-4457.6
11903,11825,38,11820,11825,0,0,38,5,13,-11,22,16,6,22:41:05,-1146,-1406,-396,-4375.2
11904,11820,40,11820,11825,0,0,37,19,-1,14,10,30,-20,22:41:06,-1052,-1388,-378,-4147.6
11905,11825,18,11820,11825,0,0,28,50,-9,31,4,14,-10,22:41:06,-990,-1376,-372,-4003.2
11906,11820,8,11820,11825,0,0,18,55,-10,5,4,4,0,22:41:07,-994,-1392,-396,-4054.4
11907,11820,32,11820,11825,0,0,7,57,-11,2,0,32,-32,22:41:07,-982,-1402,-406,-4052.4
11908,11820,16,11815,11820,-1,-1,91,50,0,0,0,16,-16,22:41:08,-956,-1402,-404,-3998.4
11909,11820,12,11815,11820,0,0,91,54,0,4,12,0,12,22:41:08,-980,-1446,-440,-4135.2
11910,11820,12,11815,11820,0,0,130,62,39,8,12,0,12,22:41:09,-956,-1488,-458,-4155.6
11911,11820,14,11815,11820,0,0,131,59,1,-3,14,0,14,22:41:09,-942,-1538,-446,-4175.6
11912,11815,8,11815,11820,0,0,129,53,-2,-6,2,6,-4,22:41:10,-926,-1418,-424,-3977.6
11913,11815,270,11815,11820,0,0,10,41,-119,-12,32,238,-206,22:41:10,-940,-1404,-412,-3976.8
11914,11810,92,11810,11815,-1,-1,178,49,0,0,0,92,-92,22:41:11,-914,-1378,-416,-3897.6
11915,11810,312,11810,11815,0,0,43,51,-135,2,32,280,-248,22:41:11,-1134,-1634,-614,-4842.8
11916,11810,162,11810,11815,0,0,2,14,-41,-37,84,78,6,22:41:12,-1226,-1730,-706,-5234
11917,11815,110,11810,11815,0,0,12,33,10,19,46,64,-18,22:41:12,-1474,-1982,-952,-6278.4
11918,11810,18,11810,11815,0,0,74,40,62,7,6,12,-6,22:41:13,-1468,-1976,-946,-6253.2
11919,11810,76,11810,11815,0,0,70,10,-4,-30,38,38,0,22:41:13,-1484,-1994,-962,-6322.8
11920,11815,84,11815,11820,1,1,43,135,0,0,84,0,84,22:41:14,-1490,-2000,-970,-6350
11921,11810,266,11805,11810,-1,-1,156,17,0,0,0,266,-266,22:41:14,-1490,-2000,-970,-6350
11922,11810,98,11810,11815,1,1,44,12,0,0,98,0,98,22:41:15,-1394,-1916,-886,-5973.2
11923,11815,148,11815,11820,1,1,2,112,0,0,148,0,148,22:41:15,-1658,-2182,-1156,-7090.4
11924,11820,50,11815,11820,0,0,3,109,1,-3,22,28,-6,22:41:16,-1558,-2084,-1064,-6680.8
11925,11815,50,11815,11820,0,0,4,97,1,-12,24,26,-2,22:41:16,-1406,-1950,-912,-6064
11926,11820,32,11815,11820,0,0,4,103,0,6,6,26,-20,22:41:17,-1412,-1956,-922,-6093.2
11927,11820,2,11815,11820,0,0,12,102,8,-1,2,0,2,22:41:17,-1410,-1958,-924,-6093.6
11928,11815,8,11815,11820,0,0,15,104,3,2,2,6,-4,22:41:18,-1430,-1968,-944,-6165.6
11929,11815,2,11815,11820,0,0,14,100,-1,-4,0,2,-2,22:41:18,-1364,-1972,-944,-6038.4
11930,11815,6,11815,11820,0,0,21,101,7,1,2,4,-2,22:41:19,-1370,-1976,-946,-6057.2
11931,11815,54,11815,11820,0,0,20,87,-1,-14,28,26,2,22:41:19,-1418,-1980,-948,-6160
11932,11815,4,11815,11820,0,0,21,87,1,0,0,4,-4,22:41:20,-1424,-1770,-950,-5922
11933,11820,28,11815,11820,0,0,10,90,-11,3,4,24,-20,22:41:20,-1422,-1784,-940,-5924.8
11934,11815,68,11810,11815,-1,-1,91,13,0,0,0,68,-68,22:41:21,-1426,-1824,-944,-5984.8
11935,11815,70,11810,11820,0,1,95,75,4,0,68,2,66,22:41:21,-1460,-1866,-966,-6125.2
11936,11815,6,11810,11815,0,-1,101,5,6,0,3,3,0,22:41:22,-1398,-1926,-1036,-6143.2
11937,11815,10,11815,11820,1,1,15,77,0,0,10,0,10,22:41:22,-1318,-1860,-966,-5834
11938,11820,6,11815,11820,0,0,25,77,10,0,4,2,2,22:41:23,-1318,-1858,-968,-5833.6
11939,11820,14,11815,11820,0,0,31,77,6,0,6,8,-2,22:41:23,-1312,-1848,-960,-5801.6
11940,11815,14,11815,11820,0,0,26,83,-5,6,2,12,-10,22:41:24,-1270,-1846,-970,-5725.2
11941,11815,6,11815,11820,0,0,25,85,-1,2,0,6,-6,22:41:24,-1198,-1848,-1158,-5771.6
11942,11810,62,11810,11820,-1,0,85,88,0,3,0,62,-62,22:41:25,-1334,-1858,-1164,-6061.6
11943,11810,12,11810,11820,0,0,90,95,5,7,4,8,-4,22:41:25,-1336,-1864,-1166,-6074.8
11944,11820,6,11810,11820,0,0,90,95,0,0,4,2,2,22:41:26,-1408,-1926,-1168,-6295.2
11945,11815,12,11815,11820,1,0,3,97,0,2,7,5,2,22:41:26,-1412,-1930,-1172,-6312
11946,11810,16,11810,11815,-1,-1,89,45,0,0,0,16,-16,22:41:27,-1414,-1926,-1164,-6303.2
11947,11810,12,11810,11815,0,0,82,52,-7,7,0,12,-12,22:41:27,-1414,-1924,-1162,-6298.8
11948,11810,44,11810,11815,0,0,82,42,0,-10,42,2,40,22:41:28,-1544,-1940,-1172,-6588
11949,11815,10,11810,11815,0,0,82,41,0,-1,10,0,10,22:41:28,-1500,-1950,-1188,-6528
11950,11810,12,11810,11815,0,0,81,41,-1,0,4,8,-4,22:41:29,-1470,-1910,-1146,-6378
11951,11815,2,11810,11815,0,0,81,44,0,3,2,0,2,22:41:29,-1452,-1898,-1124,-6305.6
11952,11810,164,11805,11810,-1,-1,152,39,0,0,0,164,-164,22:41:30,-1456,-1904,-1126,-6322.8
11953,11810,12,11805,11810,0,0,151,48,-1,9,8,4,4,22:41:30,-1454,-1902,-1122,-6312.4
11954,11805,8,11805,11810,0,0,140,70,-11,22,2,6,-4,22:41:31,-1618,-2064,-1286,-6998.8
11955,11805,470,11800,11805,-1,-1,354,43,0,0,0,470,-470,22:41:31,-1654,-2060,-1280,-7060
11956,11800,206,11800,11810,0,1,338,57,-16,0,134,72,62,22:41:32,-1660,-2064,-1284,-7080.8
11957,11800,714,11800,11810,0,0,14,51,-324,-6,75,639,-564,22:41:32,-2130,-2540,-1748,-9056
11958,11800,82,11795,11800,-1,-1,70,53,0,0,0,82,-82,22:41:33,-2068,-2478,-1694,-8803.6
11959,11795,168,11795,11800,0,0,37,48,-33,-5,62,106,-44,22:41:33,-2632,-3042,-2258,-11172.4
11960,11795,202,11790,11795,-1,-1,39,17,0,0,0,202,-202,22:41:34,-2716,-3078,-2404,-11529.6
11961,11790,140,11790,11795,0,0,41,35,2,18,18,122,-104,22:41:34,-2758,-3094,-2448,-11676.8
11962,11795,246,11790,11795,0,0,4,7,-37,-28,96,150,-54,22:41:35,-2958,-3306,-2650,-12533.2
11963,11790,32,11790,11795,0,0,44,34,40,27,12,20,-8,22:41:35,-3074,-3412,-2750,-12992.4
11964,11790,134,11790,11795,0,0,22,38,-22,4,22,112,-90,22:41:36,-3126,-3460,-2804,-13208
11965,11790,162,11785,11790,-1,-1,98,3,0,0,0,162,-162,22:41:36,-3128,-3468,-2812,-13229.6
11966,11790,104,11785,11790,0,0,98,5,0,2,98,6,92,22:41:37,-3218,-3568,-2902,-13619.6
11967,11795,118,11795,11800,1,1,21,281,0,0,118,0,118,22:41:37,-3384,-3732,-3064,-14310.4
11968,11795,134,11790,11795,-1,-1,51,44,0,0,0,134,-134,22:41:38,-3292,-3636,-2972,-13919.2
11969,11790,64,11790,11795,0,0,22,75,-29,31,2,62,-60,22:41:38,-3174,-3608,-2852,-13529.6
11970,11790,94,11785,11790,-1,-1,86,44,0,0,0,94,-94,22:41:39,-3162,-3742,-2986,-13800.4
11971,11790,90,11785,11790,0,0,92,24,6,-20,88,2,86,22:41:39,-3224,-3796,-3036,-14039.2
11972,11790,32,11785,11790,0,0,92,43,0,19,24,8,16,22:41:40,-3174,-3886,-3128,-14139.2
11973,11790,116,11790,11795,1,1,22,121,0,0,116,0,116,22:41:40,-3106,-3822,-3044,-13842.4
11974,11785,150,11785,11790,-1,-1,55,4,0,0,0,150,-150,22:41:41,-3064,-3800,-3028,-13716
11975,11785,64,11785,11790,0,0,54,51,-1,47,24,40,-16,22:41:41,-2816,-3684,-2912,-12964.8
11976,11785,42,11785,11790,0,0,15,64,-39,13,4,38,-34,22:41:42,-3012,-3840,-3062,-13694
11977,11785,30,11780,11785,-1,-1,155,6,0,0,0,30,-30,22:41:42,-3054,-3856,-3080,-13815.2
11978,11780,8,11780,11785,0,0,158,31,3,25,4,4,0,22:41:43,-3066,-3882,-3114,-13904.4
11979,11785,166,11780,11785,0,0,118,20,-40,-11,84,82,2,22:41:43,-3086,-4022,-3160,-14158.4
11980,11785,18,11780,11785,0,0,120,21,2,1,14,4,10,22:41:44,-3082,-4028,-3160,-14157.6
11981,11780,38,11780,11785,0,0,104,26,-16,5,4,34,-30,22:41:44,-3040,-4024,-3380,-14288.8
11982,11785,26,11780,11785,0,0,98,25,-6,-1,10,16,-6,22:41:45,-2968,-4034,-3572,-14348.8
11983,11780,170,11780,11785,0,0,22,25,-76,0,10,160,-150,22:41:45,-3000,-4068,-4362,-15243.6
11984,11775,52,11775,11780,-1,-1,100,15,0,0,0,52,-52,22:41:46,-2778,-4072,-4570,-15012.4
11985,11780,112,11775,11780,0,0,73,27,-27,12,32,80,-48,22:41:46,-2856,-4222,-4700,-15478.4
11986,11775,64,11775,11780,0,0,56,22,-17,-5,34,30,4,22:41:47,-2898,-4274,-4638,-15562.8
11987,11780,62,11775,11780,0,0,49,14,-7,-8,38,24,14,22:41:47,-2918,-4328,-4510,-15539.6
11988,11775,28,11775,11780,0,0,47,26,-2,12,10,18,-8,22:41:48,-2842,-4324,-4518,-15390.8
11989,11775,84,11775,11785,0,1,46,63,-1,0,74,10,64,22:41:48,-2702,-4310,-4504,-15080
11990,11780,34,11775,11780,0,-1,33,1,-13,0,1,33,-32,22:41:49,-2836,-4338,-4514,-15391.6
11991,11775,40,11775,11780,0,0,38,9,5,8,6,34,-28,22:41:49,-2676,-4274,-4480,-14960.8
11992,11780,48,11775,11780,0,0,30,7,-8,-2,8,40,-32,22:41:50,-2740,-4312,-4570,-15224.4
11993,11780,28,11775,11780,0,0,29,10,-1,3,12,16,-4,22:41:50,-2846,-4348,-4626,-15535.6
11994,11780,22,11775,11780,0,0,34,9,5,-1,8,14,-6,22:41:51,-2992,-4382,-4594,-15836.4
11995,11775,40,11775,11780,0,0,27,39,-7,30,6,34,-28,22:41:51,-2886,-4388,-4602,-15639.6
11996,11775,52,11775,11780,0,0,14,31,-13,-8,44,8,36,22:41:52,-2862,-4390,-4630,-15622
11997,11775,70,11770,11775,-1,-1,21,33,0,0,0,70,-70,22:41:52,-2896,-4428,-4682,-15787.6
11998,11770,54,11770,11775,0,0,6,37,-15,4,8,46,-38,22:41:53,-2830,-4392,-4648,-15578.4
11999,11775,100,11765,11775,-1,0,44,51,0,14,8,92,-84,22:41:53,-2914,-4460,-4788,-15968
12000,11775,46,11765,11770,0,-1,50,4,6,0,31,15,16,22:41:54,-2960,-4504,-4794,-16118.8
12001,11770,44,11770,11775,1,1,104,41,0,0,44,0,44,22:41:54,-3056,-4588,-4872,-16489.6
12002,11775,142,11775,11780,1,1,12,44,0,0,142,0,142,22:41:55,-3008,-4576,-4854,-16361.2
12003,11775,54,11775,11780,0,0,29,49,17,5,4,50,-46,22:41:55,-2952,-4532,-4810,-16152.4
12004,11780,60,11775,11780,0,0,13,47,-16,-2,4,56,-52,22:41:56,-2818,-4390,-4670,-15574
12005,11775,46,11770,11775,-1,-1,75,16,0,0,0,46,-46,22:41:56,-2856,-4436,-4730,-15765.2
12006,11775,110,11770,11775,0,0,37,10,-38,-6,30,80,-50,22:41:57,-2880,-4488,-4782,-15927.6
12007,11770,56,11770,11775,0,0,31,79,-6,69,30,26,4,22:41:57,-2914,-4534,-4844,-16112.8
12008,11770,30,11770,11775,0,0,13,90,-18,11,8,22,-14,22:41:58,-3024,-4588,-4894,-16447.6
12009,11775,14,11770,11775,0,0,11,94,-2,4,10,4,6,22:41:58,-3054,-4580,-4896,-16500
12010,11770,32,11770,11775,0,0,25,86,14,-8,16,16,0,22:41:59,-3066,-4590,-4916,-16556
12011,11770,46,11770,11775,0,0,28,81,3,-5,12,34,-22,22:41:59,-3058,-4588,-4910,-16531.6
12012,11770,16,11770,11775,0,0,30,93,2,12,0,16,-16,22:42:00,-3062,-4596,-4908,-16547.2
12013,11775,30,11770,11775,0,0,60,85,30,-8,20,10,10,22:42:00,-3078,-4590,-5000,-16664
12014,11775,48,11770,11775,0,0,56,78,-4,-7,30,18,12,22:42:01,-3092,-4604,-5020,-16728.8
12015,11775,162,11775,11780,1,1,5,75,0,0,162,0,162,22:42:01,-3076,-4596,-5010,-16677.2
12016,11775,64,11775,11780,0,0,46,69,41,-6,14,50,-36,22:42:02,-3058,-4622,-5006,-16668.4
12017,11780,48,11775,11780,0,0,75,65,29,-4,20,28,-8,22:42:02,-2902,-4460,-4842,-15998
12018,11775,160,11775,11780,0,0,79,1,4,-64,132,28,104,22:42:03,-2926,-4496,-4880,-16127.2
12019,11780,68,11780,11785,1,1,11,77,0,0,68,0,68,22:42:03,-2932,-4394,-4892,-16028.8
12020,11775,88,11775,11780,-1,-1,111,100,0,0,0,88,-88,22:42:04,-2794,-4262,-4792,-15494.4
12021,11780,22,11775,11780,0,0,86,102,-25,2,22,0,22,22:42:04,-2758,-4106,-4726,-15169.2
12022,11775,158,11770,11775,-1,-1,102,37,0,0,0,158,-158,22:42:05,-2894,-4080,-4814,-15498
12023,11775,40,11770,11775,0,0,99,32,-3,-5,36,4,32,22:42:05,-2872,-4018,-4792,-15357.6
12024,11775,42,11770,11775,0,0,103,67,4,35,38,4,34,22:42:06,-3048,-4100,-4948,-15964
12025,11775,122,11770,11775,0,0,102,11,-1,-56,118,4,114,22:42:06,-3022,-4012,-4916,-15774.4
12026,11775,40,11775,11780,1,1,80,103,0,0,40,0,40,22:42:07,-2968,-3962,-4882,-15572.4
12027,11780,16,11775,11780,0,0,87,91,7,-12,12,4,8,22:42:07,-2844,-3826,-4764,-15043.2
12028,11780,156,11780,11785,1,1,22,1,0,0,156,0,156,22:42:08,-2804,-3760,-4726,-14846
12029,11785,34,11785,11790,1,1,5,33,0,0,34,0,34,22:42:08,-2764,-3744,-4704,-14724.8
12030,11785,62,11780,11785,-1,-1,55,5,0,0,0,62,-62,22:42:09,-2592,-3548,-4558,-13999.6
12031,11785,30,11780,11785,0,0,65,16,10,11,30,0,30,22:42:09,-2570,-3512,-4700,-14054.4
12032,11785,36,11780,11785,0,0,61,9,-4,-7,32,4,28,22:42:10,-2644,-3570,-4814,-14386
12033,11785,70,11785,11790,1,1,29,44,0,0,70,0,70,22:42:10,-2628,-3568,-4990,-14527.6
12034,11785,88,11780,11790,-1,0,70,36,0,-8,0,88,-88,22:42:11,-2596,-3510,-4864,-14268
12035,11785,12,11780,11785,0,-1,73,5,3,0,4,8,-4,22:42:11,-2320,-3454,-4722,-13506.8
12036,11785,24,11780,11785,0,0,76,15,3,10,20,4,16,22:42:12,-2316,-3542,-4792,-13674.4
12037,11780,90,11780,11790,0,1,70,50,-6,0,90,0,90,22:42:12,-2072,-3546,-4804,-13203.2
12038,11790,58,11785,11790,1,0,3,22,0,-28,58,0,58,22:42:13,-2062,-3530,-4790,-13150
12039,11785,6,11785,11790,0,0,31,30,28,8,0,6,-6,22:42:13,-1954,-3438,-4704,-12737.6
12040,11785,16,11785,11790,0,0,80,23,49,-7,6,10,-4,22:42:14,-1890,-3380,-4646,-12482
12041,11790,16,11785,11790,0,0,86,26,6,3,6,10,-4,22:42:14,-1896,-3386,-4662,-12517.2
12042,11790,80,11790,11795,1,1,46,59,0,0,80,0,80,22:42:15,-1984,-3378,-4690,-12711.6
12043,11790,128,11785,11790,-1,-1,94,16,0,0,0,128,-128,22:42:15,-1722,-3380,-4694,-12194
12044,11790,54,11785,11790,0,0,92,3,-2,-13,50,4,46,22:42:16,-1740,-3298,-4622,-12059.6
12045,11785,14,11785,11790,0,0,94,10,2,7,12,2,10,22:42:16,-2016,-3422,-4750,-12888.4
12046,11790,4,11785,11790,0,0,96,14,2,4,4,0,4,22:42:17,-1964,-3376,-4702,-12681.2
12047,11785,36,11785,11790,0,0,96,5,0,-9,34,2,32,22:42:17,-1952,-3362,-4694,-12632.4
12048,11790,22,11785,11790,0,0,96,19,0,14,18,4,14,22:42:18,-1928,-3358,-4694,-12579.6
12049,11785,22,11785,11790,0,0,93,15,-3,-4,10,12,-2,22:42:18,-1898,-3262,-4660,-12370.4
12050,11790,10,11785,11790,0,0,94,14,1,-1,10,0,10,22:42:19,-1880,-3250,-4658,-12318
12051,11790,18,11785,11790,0,0,94,9,0,-5,18,0,18,22:42:19,-1880,-3298,-4660,-12377.6
12052,11790,24,11790,11795,1,1,60,71,0,0,24,0,24,22:42:20,-1868,-3292,-4654,-12340.4
12053,11790,4,11790,11795,0,0,74,71,14,0,2,2,0,22:42:20,-1852,-3274,-4636,-12268.8
12054,11795,38,11790,11795,0,0,77,57,3,-14,34,4,30,22:42:21,-1824,-3250,-4614,-12162
12055,11790,26,11790,11795,0,0,73,46,-4,-11,14,12,2,22:42:21,-1804,-3264,-4618,-12142.8
12056,11790,8,11790,11795,0,0,75,50,2,4,2,6,-4,22:42:22,-1706,-3104,-4588,-11724.8
12057,11790,10,11790,11795,0,0,71,52,-4,2,2,8,-6,22:42:22,-1770,-3088,-4586,-11831.6
12058,11795,16,11790,11795,0,0,72,44,1,-8,16,0,16,22:42:23,-1774,-3092,-4588,-11846.4
12059,11795,14,11790,11795,0,0,71,42,-1,-2,10,4,6,22:42:23,-1790,-3102,-4594,-11896.4
12060,11795,72,11790,11795,0,0,73,9,2,-33,66,6,60,22:42:24,-1776,-3046,-4578,-11785.2
12061,11800,26,11795,11800,1,1,15,232,0,0,26,0,26,22:42:24,-1768,-2966,-4572,-11667.2
12062,11795,74,11790,11795,-1,-1,71,29,0,0,0,74,-74,22:42:25,-1698,-3032,-4500,-11534.4
12063,11795,8,11790,11795,0,0,78,59,7,30,8,0,8,22:42:25,-1666,-3002,-4340,-11274.4
12064,11795,56,11790,11795,0,0,55,119,-23,60,8,48,-40,22:42:26,-1678,-3086,-4414,-11473.2
12065,11795,42,11790,11795,0,0,45,138,-10,19,12,30,-18,22:42:26,-1666,-3078,-4408,-11433.6
12066,11795,36,11790,11795,0,0,92,121,47,-17,34,2,32,22:42:27,-1708,-3122,-4448,-11610.4
12067,11795,34,11790,11795,0,0,99,100,7,-21,34,0,34,22:42:27,-1728,-3142,-4470,-11696.4
