,bidPrice1,bidVolume1,bid_vol_change,buy_tick_volume,askPrice1,askVolume1,ask_vol_change,sell_tick_volume,tick_volume,buy_minus_sell_volume,updateTime
10642,50790.0,23.0,0.0,2.0,50800.0,8.0,0.0,-0.0,2.0,2.0,22:36:00
10643,50790.0,20.0,-3.0,0.0,50800.0,8.0,0.0,6.0,6.0,-6.0,22:36:01
10644,50790.0,22.0,2.0,0.0,50800.0,14.0,6.0,-0.0,0.0,0.0,22:36:01
10645,50790.0,21.0,-1.0,0.0,50800.0,14.0,0.0,-0.0,0.0,0.0,22:36:02
10646,50790.0,21.0,0.0,0.0,50800.0,16.0,2.0,-0.0,0.0,0.0,22:36:02
10647,50790.0,21.0,0.0,0.0,50800.0,17.0,1.0,-0.0,0.0,0.0,22:36:03
10648,50790.0,21.0,0.0,0.0,50800.0,17.0,0.0,-0.0,0.0,0.0,22:36:03
10649,50790.0,21.0,0.0,0.0,50800.0,18.0,1.0,-0.0,0.0,0.0,22:36:04
10650,50790.0,21.0,0.0,0.0,50800.0,19.0,1.0,-0.0,0.0,0.0,22:36:04
10651,50790.0,17.0,-4.0,6.0,50800.0,16.0,-3.0,-0.0,6.0,6.0,22:36:05
10652,50790.0,15.0,-2.0,0.0,50800.0,18.0,2.0,-0.0,0.0,0.0,22:36:05
10653,50780.0,31.0,0.0,15.0,50800.0,96.0,78.0,15.0,30.0,0.0,22:36:06
10654,50780.0,19.0,-12.0,0.0,50790.0,2.0,0.0,-0.0,0.0,0.0,22:36:06
10655,50780.0,27.0,8.0,0.0,50790.0,3.0,1.0,-0.0,0.0,0.0,22:36:07
10656,50780.0,27.0,0.0,0.0,50790.0,3.0,0.0,-0.0,0.0,0.0,22:36:07
10657,50780.0,27.0,0.0,0.0,50790.0,3.0,0.0,-0.0,0.0,0.0,22:36:09
10658,50780.0,27.0,0.0,0.0,50790.0,3.0,0.0,-0.0,0.0,0.0,22:36:10
10659,50780.0,27.0,0.0,2.0,50790.0,2.0,-1.0,-0.0,2.0,2.0,22:36:10
10660,50780.0,27.0,0.0,0.0,50790.0,1.0,-1.0,-0.0,0.0,0.0,22:36:11
10661,50780.0,27.0,0.0,0.0,50790.0,2.0,1.0,-0.0,0.0,0.0,22:36:11
10662,50780.0,24.0,-3.0,2.0,50790.0,1.0,-1.0,-0.0,2.0,2.0,22:36:12
10663,50780.0,23.0,-1.0,0.0,50790.0,2.0,1.0,2.0,2.0,-2.0,22:36:12
10664,50780.0,23.0,0.0,0.0,50790.0,2.0,0.0,-0.0,0.0,0.0,22:36:13
10665,50780.0,23.0,0.0,0.0,50790.0,3.0,1.0,-0.0,0.0,0.0,22:36:15
10666,50780.0,23.0,0.0,0.0,50790.0,6.0,3.0,-0.0,0.0,0.0,22:36:16
10667,50780.0,23.0,0.0,0.0,50790.0,6.0,0.0,-0.0,0.0,0.0,22:36:17
10668,50780.0,22.0,-1.0,0.0,50790.0,12.0,6.0,-0.0,0.0,0.0,22:36:17
10669,50780.0,16.0,-6.0,0.0,50790.0,16.0,4.0,-0.0,0.0,0.0,22:36:18
10670,50770.0,29.0,0.0,0.0,50780.0,3.0,0.0,32.0,32.0,-32.0,22:36:18
10671,50770.0,22.0,-7.0,0.0,50780.0,16.0,13.0,6.0,6.0,-6.0,22:36:19
10672,50770.0,21.0,-1.0,0.0,50780.0,19.0,3.0,-0.0,0.0,0.0,22:36:19
10673,50770.0,22.0,1.0,4.0,50780.0,18.0,-1.0,-0.0,4.0,4.0,22:36:20
10674,50770.0,21.0,-1.0,0.0,50780.0,16.0,-2.0,-0.0,0.0,0.0,22:36:20
10675,50770.0,20.0,-1.0,0.0,50780.0,16.0,0.0,-0.0,0.0,0.0,22:36:21
10676,50770.0,18.0,-2.0,30.0,50780.0,1.0,-15.0,-0.0,30.0,30.0,22:36:22
10677,50770.0,24.0,6.0,2.0,50790.0,29.0,0.0,2.0,4.0,0.0,22:36:23
10678,50780.0,1.0,0.0,-2.0,50790.0,29.0,0.0,4.0,2.0,-6.0,22:36:23
10679,50770.0,26.0,0.0,0.0,50780.0,3.0,0.0,4.0,4.0,-4.0,22:36:24
10680,50770.0,28.0,2.0,0.0,50780.0,5.0,2.0,-0.0,0.0,0.0,22:36:24
10681,50770.0,26.0,-2.0,2.0,50780.0,4.0,-1.0,-0.0,2.0,2.0,22:36:25
10682,50770.0,26.0,0.0,0.0,50780.0,5.0,1.0,-0.0,0.0,0.0,22:36:25
10683,50770.0,26.0,0.0,0.0,50780.0,5.0,0.0,-0.0,0.0,0.0,22:36:26
10684,50770.0,26.0,0.0,4.0,50780.0,3.0,-2.0,-0.0,4.0,4.0,22:36:27
10685,50770.0,26.0,0.0,2.0,50780.0,4.0,1.0,-0.0,2.0,2.0,22:36:28
10686,50770.0,24.0,-2.0,0.0,50780.0,4.0,0.0,-0.0,0.0,0.0,22:36:28
10687,50770.0,24.0,0.0,0.0,50780.0,6.0,2.0,-0.0,0.0,0.0,22:36:29
10688,50770.0,24.0,0.0,2.0,50780.0,6.0,0.0,-0.0,2.0,2.0,22:36:29
10689,50770.0,24.0,0.0,0.0,50780.0,6.0,0.0,-0.0,0.0,0.0,22:36:30
10690,50770.0,23.0,-1.0,0.0,50780.0,7.0,1.0,-0.0,0.0,0.0,22:36:30
10691,50770.0,23.0,0.0,0.0,50780.0,9.0,2.0,-0.0,0.0,0.0,22:36:31
10692,50770.0,16.0,-7.0,0.0,50780.0,12.0,3.0,-0.0,0.0,0.0,22:36:31
10693,50770.0,14.0,-2.0,0.0,50780.0,17.0,5.0,-0.0,0.0,0.0,22:36:32
10694,50770.0,13.0,-1.0,0.0,50780.0,17.0,0.0,-0.0,0.0,0.0,22:36:32
10695,50770.0,18.0,5.0,2.0,50780.0,17.0,0.0,-0.0,2.0,2.0,22:36:33
10696,50770.0,23.0,5.0,0.0,50780.0,16.0,-1.0,-0.0,0.0,0.0,22:36:33
10697,50780.0,1.0,0.0,28.0,50790.0,29.0,0.0,0.0,28.0,28.0,22:36:34
10698,50770.0,26.0,0.0,0.0,50780.0,2.0,0.0,10.0,10.0,-10.0,22:36:34
10699,50780.0,1.0,0.0,6.0,50790.0,27.0,0.0,0.0,6.0,6.0,22:36:35
10700,50780.0,1.0,0.0,0.0,50790.0,31.0,4.0,-0.0,0.0,0.0,22:36:35
10701,50770.0,28.0,0.0,0.0,50780.0,3.0,0.0,2.0,2.0,-2.0,22:36:36
10702,50770.0,26.0,-2.0,0.0,50780.0,3.0,0.0,-0.0,0.0,0.0,22:36:37
10703,50770.0,26.0,0.0,0.0,50780.0,2.0,-1.0,-0.0,0.0,0.0,22:36:38
10704,50770.0,28.0,2.0,0.0,50780.0,2.0,0.0,-0.0,0.0,0.0,22:36:38
10705,50770.0,27.0,-1.0,0.0,50780.0,2.0,0.0,-0.0,0.0,0.0,22:36:39
10706,50770.0,27.0,0.0,0.0,50780.0,3.0,1.0,-0.0,0.0,0.0,22:36:39
10707,50770.0,26.0,-1.0,0.0,50780.0,3.0,0.0,4.0,4.0,-4.0,22:36:40
10708,50770.0,26.0,0.0,0.0,50780.0,5.0,2.0,-0.0,0.0,0.0,22:36:40
10709,50770.0,26.0,0.0,0.0,50780.0,5.0,0.0,-0.0,0.0,0.0,22:36:41
10710,50770.0,26.0,0.0,0.0,50780.0,7.0,2.0,-0.0,0.0,0.0,22:36:42
10711,50770.0,14.0,-12.0,0.0,50780.0,7.0,0.0,24.0,24.0,-24.0,22:36:43
10712,50770.0,7.0,-7.0,0.0,50780.0,24.0,17.0,-0.0,0.0,0.0,22:36:43
10713,50760.0,31.0,0.0,16.0,50780.0,22.0,-2.0,8.0,24.0,8.0,22:36:44
10714,50770.0,1.0,0.0,0.0,50780.0,27.0,5.0,-0.0,0.0,0.0,22:36:44
10715,50770.0,18.0,17.0,0.0,50780.0,25.0,-2.0,2.0,2.0,-2.0,22:36:45
10716,50770.0,19.0,1.0,0.0,50780.0,25.0,0.0,-0.0,0.0,0.0,22:36:45
10717,50770.0,19.0,0.0,0.0,50780.0,25.0,0.0,-0.0,0.0,0.0,22:36:46
10718,50770.0,19.0,0.0,0.0,50780.0,25.0,0.0,-0.0,0.0,0.0,22:36:46
10719,50770.0,19.0,0.0,0.0,50780.0,25.0,0.0,-0.0,0.0,0.0,22:36:47
10720,50770.0,19.0,0.0,0.0,50780.0,25.0,0.0,-0.0,0.0,0.0,22:36:47
10721,50770.0,19.0,0.0,0.0,50780.0,26.0,1.0,-0.0,0.0,0.0,22:36:48
10722,50770.0,19.0,0.0,0.0,50780.0,27.0,1.0,-0.0,0.0,0.0,22:36:49
10723,50770.0,19.0,0.0,0.0,50780.0,103.0,76.0,-0.0,0.0,0.0,22:36:49
10724,50770.0,8.0,-11.0,0.0,50780.0,103.0,0.0,24.0,24.0,-24.0,22:36:50
10725,50760.0,32.0,0.0,0.0,50770.0,28.0,0.0,18.0,18.0,-18.0,22:36:50
10726,50760.0,29.0,-3.0,22.0,50770.0,17.0,-11.0,2.0,24.0,20.0,22:36:51
10727,50760.0,29.0,0.0,0.0,50770.0,17.0,0.0,-0.0,0.0,0.0,22:36:51
10728,50760.0,29.0,0.0,0.0,50770.0,17.0,0.0,-0.0,0.0,0.0,22:36:52
10729,50760.0,30.0,1.0,0.0,50770.0,17.0,0.0,2.0,2.0,-2.0,22:36:52
10730,50760.0,28.0,-2.0,0.0,50770.0,17.0,0.0,4.0,4.0,-4.0,22:36:53
10731,50760.0,28.0,0.0,0.0,50770.0,17.0,0.0,-0.0,0.0,0.0,22:36:54
10732,50760.0,28.0,0.0,0.0,50770.0,17.0,0.0,-0.0,0.0,0.0,22:36:54
10733,50760.0,28.0,0.0,0.0,50770.0,17.0,0.0,-0.0,0.0,0.0,22:36:55
10734,50760.0,28.0,0.0,0.0,50770.0,18.0,1.0,-0.0,0.0,0.0,22:36:55
10735,50760.0,26.0,-2.0,0.0,50770.0,20.0,2.0,-0.0,0.0,0.0,22:36:56
10736,50760.0,12.0,-14.0,0.0,50770.0,26.0,6.0,20.0,20.0,-20.0,22:36:56
10737,50760.0,12.0,0.0,0.0,50770.0,27.0,1.0,-0.0,0.0,0.0,22:36:57
10738,50760.0,8.0,-4.0,0.0,50770.0,27.0,0.0,-0.0,0.0,0.0,22:36:57
10739,50760.0,13.0,5.0,0.0,50770.0,28.0,1.0,-0.0,0.0,0.0,22:36:58
10740,50760.0,14.0,1.0,0.0,50770.0,28.0,0.0,-0.0,0.0,0.0,22:36:58
10741,50760.0,14.0,0.0,0.0,50770.0,28.0,0.0,2.0,2.0,-2.0,22:36:59
10742,50770.0,3.0,0.0,74.0,50780.0,97.0,0.0,0.0,74.0,74.0,22:36:59
10743,50770.0,9.0,6.0,2.0,50780.0,91.0,-6.0,-0.0,2.0,2.0,22:37:00
10744,50770.0,14.0,5.0,0.0,50780.0,91.0,0.0,-0.0,0.0,0.0,22:37:00
10745,50770.0,16.0,2.0,0.0,50780.0,89.0,-2.0,4.0,4.0,-4.0,22:37:01
10746,50770.0,14.0,-2.0,0.0,50780.0,89.0,0.0,4.0,4.0,-4.0,22:37:01
10747,50770.0,14.0,0.0,0.0,50780.0,90.0,1.0,-0.0,0.0,0.0,22:37:02
10748,50770.0,13.0,-1.0,0.0,50780.0,90.0,0.0,-0.0,0.0,0.0,22:37:03
10749,50770.0,14.0,1.0,0.0,50780.0,90.0,0.0,-0.0,0.0,0.0,22:37:03
10750,50770.0,15.0,1.0,0.0,50780.0,91.0,1.0,-0.0,0.0,0.0,22:37:04
10751,50770.0,18.0,3.0,0.0,50780.0,92.0,1.0,-0.0,0.0,0.0,22:37:05
10752,50770.0,18.0,0.0,0.0,50780.0,92.0,0.0,-0.0,0.0,0.0,22:37:05
10753,50770.0,18.0,0.0,0.0,50780.0,92.0,0.0,-0.0,0.0,0.0,22:37:06
10754,50770.0,19.0,1.0,0.0,50780.0,92.0,0.0,-0.0,0.0,0.0,22:37:06
10755,50770.0,16.0,-3.0,0.0,50780.0,92.0,0.0,2.0,2.0,-2.0,22:37:07
10756,50770.0,13.0,-3.0,0.0,50780.0,92.0,0.0,-0.0,0.0,0.0,22:37:07
10757,50770.0,13.0,0.0,0.0,50780.0,93.0,1.0,-0.0,0.0,0.0,22:37:08
10758,50770.0,13.0,0.0,0.0,50780.0,93.0,0.0,-0.0,0.0,0.0,22:37:08
10759,50770.0,13.0,0.0,0.0,50780.0,93.0,0.0,-0.0,0.0,0.0,22:37:09
10760,50770.0,13.0,0.0,0.0,50780.0,95.0,2.0,-0.0,0.0,0.0,22:37:10
10761,50770.0,15.0,2.0,0.0,50780.0,95.0,0.0,-0.0,0.0,0.0,22:37:10
10762,50770.0,14.0,-1.0,0.0,50780.0,96.0,1.0,2.0,2.0,-2.0,22:37:11
10763,50770.0,11.0,-3.0,0.0,50780.0,96.0,0.0,4.0,4.0,-4.0,22:37:12
10764,50770.0,11.0,0.0,0.0,50780.0,96.0,0.0,-0.0,0.0,0.0,22:37:13
10765,50770.0,8.0,-3.0,0.0,50780.0,96.0,0.0,-0.0,0.0,0.0,22:37:13
10766,50770.0,10.0,2.0,0.0,50780.0,96.0,0.0,2.0,2.0,-2.0,22:37:14
10767,50770.0,10.0,0.0,0.0,50780.0,96.0,0.0,-0.0,0.0,0.0,22:37:15
10768,50760.0,42.0,0.0,0.0,50770.0,1.0,0.0,16.0,16.0,-16.0,22:37:16
10769,50770.0,1.0,0.0,8.0,50780.0,305.0,0.0,0.0,8.0,8.0,22:37:16
10770,50760.0,40.0,0.0,0.0,50770.0,27.0,0.0,2.0,2.0,-2.0,22:37:17
10771,50760.0,27.0,-13.0,0.0,50770.0,31.0,4.0,18.0,18.0,-18.0,22:37:17
10772,50760.0,12.0,-15.0,0.0,50770.0,26.0,-5.0,10.0,10.0,-10.0,22:37:18
10773,50760.0,12.0,0.0,0.0,50770.0,27.0,1.0,-0.0,0.0,0.0,22:37:18
10774,50760.0,12.0,0.0,0.0,50770.0,27.0,0.0,4.0,4.0,-4.0,22:37:19
10775,50760.0,12.0,0.0,0.0,50770.0,27.0,0.0,-0.0,0.0,0.0,22:37:20
10776,50760.0,14.0,2.0,0.0,50770.0,21.0,-6.0,-0.0,0.0,0.0,22:37:20
10777,50770.0,17.0,0.0,40.0,50780.0,234.0,0.0,0.0,40.0,40.0,22:37:21
10778,50760.0,16.0,0.0,17.0,50780.0,226.0,-8.0,17.0,34.0,0.0,22:37:21
10779,50760.0,21.0,5.0,0.0,50770.0,3.0,0.0,-0.0,0.0,0.0,22:37:22
10780,50770.0,10.0,0.0,6.0,50780.0,227.0,0.0,0.0,6.0,6.0,22:37:22
10781,50770.0,15.0,5.0,0.0,50780.0,222.0,-5.0,-0.0,0.0,0.0,22:37:23
10782,50770.0,16.0,1.0,0.0,50780.0,222.0,0.0,-0.0,0.0,0.0,22:37:23
10783,50770.0,19.0,3.0,0.0,50780.0,222.0,0.0,-0.0,0.0,0.0,22:37:24
10784,50770.0,19.0,0.0,0.0,50780.0,222.0,0.0,-0.0,0.0,0.0,22:37:25
10785,50770.0,19.0,0.0,0.0,50780.0,22.0,-200.0,-0.0,0.0,0.0,22:37:25
10786,50780.0,8.0,0.0,44.0,50790.0,32.0,0.0,0.0,44.0,44.0,22:37:26
10787,50780.0,12.0,4.0,4.0,50790.0,26.0,-6.0,-0.0,4.0,4.0,22:37:26
10788,50780.0,23.0,11.0,0.0,50790.0,16.0,-10.0,-0.0,0.0,0.0,22:37:27
10789,50780.0,27.0,4.0,16.0,50800.0,24.0,0.0,16.0,32.0,0.0,22:37:27
10790,50790.0,1.0,0.0,2.0,50800.0,30.0,6.0,4.0,6.0,-2.0,22:37:28
10791,50790.0,4.0,3.0,8.0,50800.0,27.0,-3.0,4.0,12.0,4.0,22:37:28
10792,50790.0,4.0,0.0,0.0,50800.0,25.0,-2.0,-0.0,0.0,0.0,22:37:29
10793,50790.0,4.0,0.0,0.0,50800.0,25.0,0.0,-0.0,0.0,0.0,22:37:30
10794,50790.0,3.0,-1.0,0.0,50800.0,24.0,-1.0,2.0,2.0,-2.0,22:37:30
10795,50790.0,2.0,-1.0,0.0,50800.0,24.0,0.0,2.0,2.0,-2.0,22:37:31
10796,50800.0,43.0,0.0,48.0,50810.0,31.0,0.0,0.0,48.0,48.0,22:37:32
10797,50800.0,45.0,2.0,8.0,50810.0,28.0,-3.0,-0.0,8.0,8.0,22:37:32
10798,50800.0,44.0,-1.0,0.0,50810.0,22.0,-6.0,2.0,2.0,-2.0,22:37:33
10799,50800.0,41.0,-3.0,0.0,50810.0,22.0,0.0,6.0,6.0,-6.0,22:37:33
10800,50800.0,42.0,1.0,0.0,50810.0,23.0,1.0,-0.0,0.0,0.0,22:37:34
10801,50800.0,40.0,-2.0,0.0,50810.0,24.0,1.0,2.0,2.0,-2.0,22:37:34
10802,50800.0,40.0,0.0,0.0,50810.0,22.0,-2.0,-0.0,0.0,0.0,22:37:35
10803,50800.0,42.0,2.0,40.0,50810.0,2.0,-20.0,-0.0,40.0,40.0,22:37:35
10804,50810.0,1.0,0.0,6.0,50820.0,40.0,0.0,0.0,6.0,6.0,22:37:36
10805,50800.0,45.0,0.0,3.0,50820.0,42.0,2.0,3.0,6.0,0.0,22:37:36
10806,50810.0,3.0,0.0,0.0,50820.0,44.0,2.0,-0.0,0.0,0.0,22:37:37
10807,50810.0,5.0,2.0,0.0,50820.0,44.0,0.0,2.0,2.0,-2.0,22:37:37
10808,50810.0,4.0,-1.0,0.0,50820.0,40.0,-4.0,-0.0,0.0,0.0,22:37:38
10809,50810.0,6.0,2.0,2.0,50820.0,39.0,-1.0,2.0,4.0,0.0,22:37:38
10810,50810.0,3.0,-3.0,0.0,50820.0,40.0,1.0,2.0,2.0,-2.0,22:37:39
10811,50810.0,5.0,2.0,0.0,50820.0,40.0,0.0,-0.0,0.0,0.0,22:37:39
10812,50810.0,1.0,-4.0,2.0,50820.0,39.0,-1.0,12.0,14.0,-10.0,22:37:40
10813,50800.0,57.0,0.0,0.0,50810.0,5.0,0.0,2.0,2.0,-2.0,22:37:40
10814,50800.0,52.0,-5.0,0.0,50810.0,13.0,8.0,-0.0,0.0,0.0,22:37:41
10815,50800.0,55.0,3.0,0.0,50810.0,14.0,1.0,-0.0,0.0,0.0,22:37:41
10816,50800.0,53.0,-2.0,0.0,50810.0,15.0,1.0,-0.0,0.0,0.0,22:37:42
10817,50800.0,53.0,0.0,0.0,50810.0,15.0,0.0,-0.0,0.0,0.0,22:37:42
10818,50800.0,53.0,0.0,0.0,50810.0,16.0,1.0,-0.0,0.0,0.0,22:37:43
10819,50800.0,53.0,0.0,0.0,50810.0,16.0,0.0,-0.0,0.0,0.0,22:37:43
10820,50800.0,55.0,2.0,2.0,50810.0,17.0,1.0,2.0,4.0,0.0,22:37:44
10821,50800.0,53.0,-2.0,0.0,50810.0,17.0,0.0,-0.0,0.0,0.0,22:37:44
10822,50800.0,51.0,-2.0,2.0,50810.0,19.0,2.0,2.0,4.0,0.0,22:37:45
10823,50800.0,48.0,-3.0,0.0,50810.0,21.0,2.0,-0.0,0.0,0.0,22:37:46
10824,50800.0,44.0,-4.0,0.0,50810.0,25.0,4.0,-0.0,0.0,0.0,22:37:46
10825,50800.0,43.0,-1.0,0.0,50810.0,19.0,-6.0,2.0,2.0,-2.0,22:37:47
10826,50800.0,42.0,-1.0,0.0,50810.0,19.0,0.0,2.0,2.0,-2.0,22:37:48
10827,50800.0,42.0,0.0,0.0,50810.0,16.0,-3.0,-0.0,0.0,0.0,22:37:48
10828,50800.0,46.0,4.0,0.0,50810.0,16.0,0.0,-0.0,0.0,0.0,22:37:49
10829,50800.0,45.0,-1.0,2.0,50810.0,15.0,-1.0,-0.0,2.0,2.0,22:37:49
10830,50800.0,45.0,0.0,0.0,50810.0,16.0,1.0,-0.0,0.0,0.0,22:37:50
10831,50800.0,45.0,0.0,0.0,50810.0,17.0,1.0,-0.0,0.0,0.0,22:37:50
10832,50800.0,45.0,0.0,0.0,50810.0,16.0,-1.0,-0.0,0.0,0.0,22:37:51
10833,50800.0,45.0,0.0,0.0,50810.0,16.0,0.0,-0.0,0.0,0.0,22:37:51
10834,50800.0,46.0,1.0,0.0,50810.0,21.0,5.0,-0.0,0.0,0.0,22:37:52
10835,50800.0,44.0,-2.0,0.0,50810.0,22.0,1.0,-0.0,0.0,0.0,22:37:52
10836,50800.0,44.0,0.0,0.0,50810.0,29.0,7.0,-0.0,0.0,0.0,22:37:53
10837,50800.0,38.0,-6.0,0.0,50810.0,29.0,0.0,-0.0,0.0,0.0,22:37:53
10838,50800.0,38.0,0.0,0.0,50810.0,25.0,-4.0,-0.0,0.0,0.0,22:37:54
10839,50800.0,38.0,0.0,0.0,50810.0,23.0,-2.0,2.0,2.0,-2.0,22:37:54
10840,50800.0,39.0,1.0,0.0,50810.0,23.0,0.0,2.0,2.0,-2.0,22:37:55
10841,50800.0,39.0,0.0,0.0,50810.0,21.0,-2.0,-0.0,0.0,0.0,22:37:55
10842,50800.0,40.0,1.0,0.0,50810.0,21.0,0.0,2.0,2.0,-2.0,22:37:56
10843,50800.0,42.0,2.0,0.0,50810.0,21.0,0.0,-0.0,0.0,0.0,22:37:57
10844,50800.0,39.0,-3.0,0.0,50810.0,21.0,0.0,2.0,2.0,-2.0,22:37:58
10845,50800.0,44.0,5.0,2.0,50810.0,22.0,1.0,-0.0,2.0,2.0,22:37:58
10846,50800.0,42.0,-2.0,0.0,50810.0,22.0,0.0,4.0,4.0,-4.0,22:37:59
10847,50800.0,42.0,0.0,0.0,50810.0,22.0,0.0,-0.0,0.0,0.0,22:37:59
10848,50800.0,42.0,0.0,2.0,50810.0,21.0,-1.0,-0.0,2.0,2.0,22:38:00
10849,50800.0,41.0,-1.0,6.0,50810.0,18.0,-3.0,2.0,8.0,4.0,22:38:00
10850,50800.0,41.0,0.0,0.0,50810.0,18.0,0.0,-0.0,0.0,0.0,22:38:01
10851,50800.0,41.0,0.0,0.0,50810.0,19.0,1.0,-0.0,0.0,0.0,22:38:02
10852,50800.0,42.0,1.0,0.0,50810.0,20.0,1.0,2.0,2.0,-2.0,22:38:04
10853,50800.0,40.0,-2.0,0.0,50810.0,20.0,0.0,-0.0,0.0,0.0,22:38:04
10854,50800.0,40.0,0.0,0.0,50810.0,20.0,0.0,-0.0,0.0,0.0,22:38:05
10855,50800.0,40.0,0.0,0.0,50810.0,26.0,6.0,-0.0,0.0,0.0,22:38:06
10856,50800.0,32.0,-8.0,0.0,50810.0,27.0,1.0,8.0,8.0,-8.0,22:38:06
10857,50800.0,30.0,-2.0,0.0,50810.0,28.0,1.0,4.0,4.0,-4.0,22:38:07
10858,50790.0,22.0,0.0,0.0,50800.0,18.0,0.0,60.0,60.0,-60.0,22:38:07
10859,50780.0,24.0,0.0,0.0,50790.0,5.0,0.0,26.0,26.0,-26.0,22:38:08
10860,50780.0,22.0,-2.0,0.0,50790.0,15.0,10.0,-0.0,0.0,0.0,22:38:08
10861,50780.0,24.0,2.0,0.0,50790.0,10.0,-5.0,-0.0,0.0,0.0,22:38:09
10862,50780.0,24.0,0.0,2.0,50790.0,6.0,-4.0,-0.0,2.0,2.0,22:38:09
10863,50780.0,24.0,0.0,4.0,50790.0,4.0,-2.0,-0.0,4.0,4.0,22:38:10
10864,50780.0,30.0,6.0,4.0,50800.0,8.0,0.0,4.0,8.0,0.0,22:38:11
10865,50790.0,28.0,0.0,0.0,50800.0,6.0,-2.0,-0.0,0.0,0.0,22:38:11
10866,50790.0,31.0,3.0,0.0,50800.0,6.0,0.0,2.0,2.0,-2.0,22:38:12
10867,50790.0,27.0,-4.0,0.0,50800.0,4.0,-2.0,-0.0,0.0,0.0,22:38:12
10868,50790.0,28.0,1.0,0.0,50800.0,4.0,0.0,-0.0,0.0,0.0,22:38:13
10869,50790.0,28.0,0.0,0.0,50800.0,4.0,0.0,-0.0,0.0,0.0,22:38:13
10870,50790.0,28.0,0.0,0.0,50800.0,4.0,0.0,-0.0,0.0,0.0,22:38:14
10871,50790.0,28.0,0.0,0.0,50800.0,4.0,0.0,-0.0,0.0,0.0,22:38:15
10872,50790.0,28.0,0.0,0.0,50800.0,4.0,0.0,-0.0,0.0,0.0,22:38:15
10873,50790.0,34.0,6.0,4.0,50810.0,29.0,0.0,4.0,8.0,0.0,22:38:16
10874,50800.0,5.0,0.0,0.0,50810.0,24.0,-5.0,2.0,2.0,-2.0,22:38:16
10875,50800.0,15.0,10.0,0.0,50810.0,24.0,0.0,-0.0,0.0,0.0,22:38:17
10876,50800.0,18.0,3.0,0.0,50810.0,22.0,-2.0,2.0,2.0,-2.0,22:38:17
10877,50790.0,13.0,0.0,0.0,50800.0,16.0,0.0,32.0,32.0,-32.0,22:38:18
10878,50790.0,24.0,11.0,4.0,50800.0,14.0,-2.0,-0.0,4.0,4.0,22:38:18
10879,50790.0,25.0,1.0,0.0,50800.0,14.0,0.0,2.0,2.0,-2.0,22:38:19
10880,50790.0,26.0,1.0,0.0,50800.0,14.0,0.0,-0.0,0.0,0.0,22:38:19
10881,50790.0,24.0,-2.0,0.0,50800.0,15.0,1.0,-0.0,0.0,0.0,22:38:20
10882,50790.0,24.0,0.0,0.0,50800.0,15.0,0.0,-0.0,0.0,0.0,22:38:21
10883,50790.0,24.0,0.0,0.0,50800.0,15.0,0.0,-0.0,0.0,0.0,22:38:21
10884,50790.0,24.0,0.0,0.0,50800.0,15.0,0.0,-0.0,0.0,0.0,22:38:22
10885,50790.0,24.0,0.0,0.0,50800.0,16.0,1.0,-0.0,0.0,0.0,22:38:22
10886,50790.0,24.0,0.0,0.0,50800.0,16.0,0.0,-0.0,0.0,0.0,22:38:23
10887,50790.0,23.0,-1.0,0.0,50800.0,16.0,0.0,-0.0,0.0,0.0,22:38:23
10888,50790.0,23.0,0.0,0.0,50800.0,16.0,0.0,-0.0,0.0,0.0,22:38:24
10889,50790.0,19.0,-4.0,0.0,50800.0,19.0,3.0,-0.0,0.0,0.0,22:38:25
10890,50790.0,18.0,-1.0,0.0,50800.0,19.0,0.0,-0.0,0.0,0.0,22:38:26
10891,50790.0,16.0,-2.0,0.0,50800.0,19.0,0.0,-0.0,0.0,0.0,22:38:26
10892,50790.0,16.0,0.0,0.0,50800.0,19.0,0.0,-0.0,0.0,0.0,22:38:27
10893,50790.0,16.0,0.0,0.0,50800.0,94.0,75.0,-0.0,0.0,0.0,22:38:27
10894,50790.0,6.0,-10.0,0.0,50800.0,94.0,0.0,4.0,4.0,-4.0,22:38:28
10895,50780.0,28.0,0.0,0.0,50790.0,1.0,0.0,8.0,8.0,-8.0,22:38:28
10896,50780.0,27.0,-1.0,1.0,50800.0,95.0,0.0,1.0,2.0,0.0,22:38:29
10897,50780.0,24.0,-3.0,0.0,50790.0,1.0,0.0,-0.0,0.0,0.0,22:38:29
10898,50780.0,28.0,4.0,0.0,50790.0,4.0,3.0,-0.0,0.0,0.0,22:38:30
10899,50790.0,1.0,0.0,8.0,50800.0,102.0,0.0,0.0,8.0,8.0,22:38:30
10900,50780.0,28.0,0.0,1.0,50800.0,102.0,0.0,1.0,2.0,0.0,22:38:31
10901,50780.0,28.0,0.0,0.0,50800.0,100.0,-2.0,-0.0,0.0,0.0,22:38:31
10902,50780.0,27.0,-1.0,0.0,50800.0,101.0,1.0,-0.0,0.0,0.0,22:38:32
10903,50780.0,27.0,0.0,0.0,50790.0,6.0,0.0,-0.0,0.0,0.0,22:38:32
10904,50780.0,24.0,-3.0,0.0,50790.0,9.0,3.0,2.0,2.0,-2.0,22:38:33
10905,50780.0,25.0,1.0,0.0,50790.0,9.0,0.0,-0.0,0.0,0.0,22:38:33
10906,50780.0,25.0,0.0,0.0,50790.0,9.0,0.0,-0.0,0.0,0.0,22:38:34
