,Price,TickVolume,,,,,,
21:18:39,16790,38,2,0,2,0,2,0
21:18:39,16785,72,2,0,2,0,2,0
21:18:40,16790,48,2,0,2,0,2,0
21:18:40,16790,46,2,0,2,0,2,0
21:18:41,16795,44,2,0,2,0,1,0
21:18:41,16790,92,2,0,2,0,0,0
21:18:42,16790,74,2,0,2,0,0,0
21:18:42,16790,40,2,0,2,0,0,0
21:18:43,16790,54,2,0,2,0,0,0
21:18:43,16790,30,2,0,2,0,0,0
21:18:44,16790,52,2,0,2,0,0,0
21:18:44,16790,18,2,0,2,0,0,0
21:18:45,16790,36,2,0,2,0,0,0
21:18:45,16790,16,2,0,2,0,0,0
21:18:46,16790,14,2,0,2,0,0,0
21:18:46,16790,14,2,0,2,0,0,0
21:18:47,16795,66,2,0,2,0,0,0
21:18:47,16790,48,2,0,2,0,0,0
21:18:48,16790,42,2,0,2,0,0,0
21:18:48,16790,24,2,0,2,0,0,0
21:18:49,16790,12,2,0,2,0,0,0
21:18:49,16790,30,2,0,2,0,0,0
21:18:50,16790,22,2,0,2,0,0,0
21:18:50,16785,8,2,0,2,0,0,0
21:18:51,16785,22,2,0,2,0,0,0
21:18:51,16785,44,2,0,2,0,0,0
21:18:52,16785,54,2,0,2,0,0,0
21:18:52,16790,40,2,0,2,0,0,0
21:18:53,16785,32,2,0,2,0,0,0
21:18:53,16785,12,2,0,2,0,0,0
21:18:54,16785,10,2,0,2,0,0,0
21:18:54,16785,18,2,0,2,0,0,0
21:18:55,16785,8,2,0,2,0,0,0
21:18:55,16785,40,2,0,2,0,0,0
21:18:56,16780,72,2,0,2,0,0,0
21:18:56,16780,2,2,0,2,0,0,0
21:18:57,16785,2,2,0,2,0,0,0
21:18:57,16790,8,2,0,2,0,0,0
21:18:58,16790,10,2,0,2,0,0,0
21:18:58,16785,10,2,0,2,0,0,0
21:18:59,16790,16,2,0,2,0,0,0
21:18:59,16785,122,2,0,2,0,0,0
21:19:00,16790,8,2,0,2,0,0,0
21:19:00,16790,4,2,0,2,0,0,0
21:19:01,16790,0,2,0,2,0,0,0
21:19:01,16790,68,2,0,2,0,0,0
21:19:02,16785,64,2,0,2,0,0,0
21:19:02,16790,16,2,0,2,0,0,0
21:19:03,16790,8,2,0,2,0,0,0
21:19:03,16785,88,2,0,2,0,0,0
21:19:04,16780,6,2,0,2,0,0,0
21:19:04,16785,36,2,0,2,0,0,0
21:19:05,16780,14,2,0,2,0,0,0
21:19:05,16785,20,2,0,2,0,0,0
21:19:06,16780,12,2,0,2,0,0,0
21:19:06,16785,22,2,0,2,0,0,0
21:19:07,16785,126,2,0,2,0,0,0
21:19:07,16785,10,2,0,2,0,0,0
21:19:08,16780,24,2,0,2,0,0,0
21:19:08,16785,8,2,0,2,0,0,0
21:19:09,16780,2,2,0,2,0,0,0
21:19:09,16780,4,2,0,2,0,0,0
21:19:10,16785,14,2,0,2,0,0,0
21:19:10,16780,178,2,0,2,0,0,0
21:19:11,16780,8,2,0,2,0,0,0
21:19:11,16780,6,2,0,2,0,0,0
21:19:12,16780,38,2,0,2,0,0,0
21:19:12,16780,10,2,0,2,0,0,0
21:19:13,16780,72,2,0,2,0,0,0
21:19:13,16780,10,2,0,2,0,0,0
21:19:14,16780,6,2,0,2,0,0,0
21:19:14,16780,6,2,0,2,0,0,0
21:19:15,16780,6,2,0,2,0,0,0
21:19:15,16780,32,2,0,2,0,0,0
21:19:16,16780,58,2,0,2,0,0,0
21:19:16,16780,6,2,0,2,0,0,0
21:19:17,16780,18,2,0,2,0,0,0
21:19:17,16780,10,2,0,2,0,0,0
21:19:18,16780,2,2,0,2,0,0,0
21:19:18,16775,12,2,0,2,0,0,0
21:19:19,16775,8,2,0,2,0,0,0
21:19:19,16780,4,2,0,2,0,0,0
21:19:20,16775,6,2,0,2,0,0,0
21:19:20,16780,44,2,0,2,0,0,0
21:19:21,16780,12,2,0,2,0,0,0
21:19:21,16780,22,2,0,2,0,0,0
21:19:22,16780,8,2,0,2,0,0,0
21:19:22,16780,46,2,0,2,0,0,0
21:19:23,16780,14,2,0,2,0,0,0
21:19:23,16780,6,2,0,2,0,0,0
21:19:24,16780,2,2,0,2,0,0,0
21:19:24,16775,6,2,0,2,0,0,0
21:19:25,16775,6,2,0,2,0,0,0
21:19:25,16780,8,2,0,2,0,0,0
21:19:26,16775,4,2,0,1,0,0,0
21:19:26,16775,86,2,0,0,0,0,0
21:19:27,16775,24,2,0,0,0,0,0
21:19:27,16780,22,2,0,0,0,0,0
21:19:28,16780,14,2,0,0,0,0,0
21:19:28,16775,16,2,0,0,0,0,0
21:19:29,16775,14,2,0,0,0,0,0
21:19:29,16775,4,2,0,0,0,0,0
21:19:30,16780,116,2,0,0,0,0,0
21:19:30,16775,14,2,0,0,0,0,0
21:19:31,16775,2,2,0,0,0,0,0
21:19:31,16780,4,2,0,0,0,0,0
21:19:32,16775,12,2,0,0,0,0,0
21:19:32,16785,24,2,0,0,0,0,0
21:19:33,16785,0,2,0,0,0,0,0
21:19:33,16780,2,2,0,0,0,0,0
21:19:34,16775,6,2,0,0,0,0,0
21:19:34,16775,10,2,0,0,0,0,0
21:19:35,16780,8,2,0,0,0,0,0
21:19:35,16780,0,2,0,0,0,0,0
21:19:36,16780,2,2,0,0,0,0,0
21:19:36,16780,0,2,0,0,0,0,0
21:19:37,16780,0,2,0,0,0,0,0
21:19:37,16775,4,2,0,0,0,0,0
21:19:38,16775,16,2,0,0,0,0,0
21:19:38,16775,6,2,0,0,0,0,0
21:19:39,16775,0,2,0,0,0,0,0
21:19:39,16780,16,2,0,0,0,0,0
21:19:40,16775,6,2,0,0,0,0,0
21:19:40,16780,8,2,0,0,0,0,0
21:19:41,16780,8,2,0,0,0,0,0
21:19:41,16780,2,2,0,0,0,0,0
21:19:42,16780,2,2,0,0,0,0,0
21:19:42,16775,4,2,0,0,0,0,0
21:19:43,16775,4,2,0,0,0,0,0
21:19:43,16780,16,2,0,0,0,0,0
21:19:44,16780,10,2,0,0,0,0,0
21:19:44,16775,6,2,0,0,0,0,0
21:19:45,16775,38,2,0,0,0,0,0
21:19:45,16780,26,2,0,0,0,0,0
21:19:46,16780,2,2,0,0,0,0,0
21:19:46,16785,6,2,0,0,0,0,0
21:19:47,16780,4,2,0,0,0,0,0
21:19:47,16780,8,2,0,0,0,0,0
21:19:48,16780,36,2,0,0,0,0,0
21:19:48,16780,12,2,0,0,0,0,0
21:19:49,16785,2,2,0,0,0,0,0
21:19:49,16780,12,2,0,0,0,0,0
21:19:50,16785,14,2,0,0,0,0,0
21:19:50,16780,4,2,0,0,0,0,0
21:19:51,16785,108,2,0,0,0,0,0
21:19:51,16785,32,2,0,0,0,0,0
21:19:52,16785,68,2,0,0,0,0,0
21:19:52,16785,6,2,0,0,0,0,0
21:19:53,16790,6,2,0,0,0,0,0
21:19:53,16785,10,2,0,0,0,0,0
21:19:54,16790,12,2,0,0,0,0,0
21:19:54,16785,14,2,0,0,0,0,0
21:19:55,16790,2,2,0,0,0,0,0
21:19:55,16790,6,2,0,0,0,0,0
21:19:56,16785,6,2,0,0,0,0,0
21:19:56,16790,10,2,0,0,0,0,0
21:19:57,16790,4,2,0,0,0,0,0
21:19:57,16790,12,2,0,0,0,0,0
21:19:58,16790,12,2,0,0,0,0,0
21:19:58,16790,4,2,0,0,0,0,0
21:19:59,16790,6,2,0,0,0,0,0
21:19:59,16790,14,2,0,0,0,0,0
21:20:00,16790,12,2,0,0,0,0,0
21:20:00,16790,26,2,0,0,0,0,0
21:20:01,16790,148,2,0,0,0,0,0
21:20:01,16795,42,3,0,1,0,1,0
21:20:02,16790,26,3,0,1,0,1,0
21:20:02,16795,46,3,0,1,0,1,0
21:20:03,16795,46,3,0,1,0,1,0
21:20:03,16790,40,3,0,1,0,1,0
21:20:04,16795,32,3,0,1,0,1,0
21:20:04,16795,16,3,0,1,0,1,0
21:20:05,16795,10,3,0,1,0,1,0
21:20:05,16795,104,3,0,1,0,1,0
21:20:06,16790,70,3,0,1,0,1,0
21:20:06,16790,32,3,0,1,0,1,0
21:20:07,16785,10,3,0,1,0,1,0
21:20:07,16790,8,3,0,1,0,1,0
21:20:08,16790,10,3,0,1,0,1,0
21:20:08,16785,22,3,0,1,0,1,0
21:20:09,16785,0,3,0,1,0,1,0
21:20:09,16785,2,3,0,1,0,1,0
21:20:10,16790,14,3,0,1,0,1,0
21:20:10,16790,40,3,0,1,0,1,0
21:20:11,16785,4,3,0,1,0,1,0
21:20:11,16785,4,3,0,1,0,1,0
21:20:12,16785,48,3,0,1,0,1,0
21:20:12,16790,4,3,0,1,0,1,0
21:20:13,16790,40,3,0,1,0,1,0
21:20:13,16790,10,3,0,1,0,1,0
21:20:14,16785,16,3,0,1,0,1,0
21:20:14,16790,60,3,0,1,0,1,0
21:20:15,16785,16,3,0,1,0,1,0
21:20:15,16790,24,3,0,1,0,1,0
21:20:16,16785,10,3,0,1,0,1,0
21:20:16,16785,4,3,0,1,0,0,0
21:20:17,16790,6,3,0,1,0,0,0
21:20:17,16785,2,3,0,1,0,0,0
21:20:18,16785,56,3,0,1,0,0,0
21:20:18,16785,122,3,0,1,0,0,0
21:20:19,16785,22,3,0,1,0,0,0
21:20:19,16780,30,3,0,1,0,0,0
21:20:20,16780,0,3,0,1,0,0,0
21:20:20,16780,100,3,0,1,0,0,0
21:20:21,16780,122,3,0,1,0,0,0
21:20:21,16780,6,3,0,1,0,0,0
21:20:22,16785,74,3,0,1,0,0,0
21:20:22,16785,2,3,0,1,0,0,0
21:20:23,16785,0,3,0,1,0,0,0
21:20:23,16785,26,3,0,1,0,0,0
21:20:24,16790,6,3,0,1,0,0,0
21:20:24,16790,0,3,0,1,0,0,0
21:20:25,16785,52,3,0,1,0,0,0
21:20:25,16780,2,3,0,1,0,0,0
21:20:26,16780,8,3,0,1,0,0,0
21:20:26,16780,2,3,0,1,0,0,0
21:20:27,16785,64,3,0,1,0,0,0
21:20:27,16780,90,3,0,1,0,0,0
21:20:28,16780,20,3,0,1,0,0,0
21:20:28,16775,14,3,0,1,0,0,0
21:20:29,16780,8,3,0,1,0,0,0
21:20:29,16780,16,3,0,1,0,0,0
21:20:30,16780,2,3,0,1,0,0,0
21:20:30,16780,4,3,0,1,0,0,0
21:20:31,16780,0,3,0,1,0,0,0
21:20:31,16780,2,3,0,1,0,0,0
21:20:32,16780,16,3,0,1,0,0,0
21:20:32,16785,66,3,0,1,0,0,0
21:20:33,16775,106,3,1,1,1,0,1
21:20:33,16775,12,3,1,1,1,0,1
21:20:34,16775,0,3,1,1,1,0,1
21:20:34,16780,2,3,1,1,1,0,1
21:20:35,16780,0,3,1,1,1,0,1
21:20:35,16780,0,3,1,1,1,0,1
21:20:36,16780,4,3,1,1,1,0,1
21:20:36,16780,46,3,1,1,1,0,1
21:20:37,16780,10,3,1,1,1,0,1
21:20:37,16780,20,3,1,1,1,0,1
21:20:38,16780,8,3,1,1,1,0,1
21:20:38,16780,6,3,1,1,1,0,1
21:20:39,16780,0,3,1,1,1,0,1
21:20:39,16780,0,3,1,1,1,0,1
21:20:40,16780,4,3,1,1,1,0,1
21:20:40,16780,8,3,1,1,1,0,1
21:20:41,16780,28,3,1,1,1,0,1
21:20:41,16780,64,3,1,1,1,0,1
21:20:42,16780,12,3,1,1,1,0,1
21:20:42,16780,42,3,1,1,1,0,1
21:20:43,16780,32,3,1,1,1,0,1
21:20:43,16780,2,3,1,1,1,0,1
21:20:44,16780,2,3,1,1,1,0,1
21:20:44,16780,8,3,1,1,1,0,1
21:20:45,16780,8,3,1,1,1,0,1
21:20:45,16780,6,3,1,1,1,0,1
21:20:46,16780,2,3,1,1,1,0,1
21:20:46,16780,8,3,1,1,1,0,1
21:20:47,16780,10,3,1,1,1,0,1
21:20:47,16780,2,3,1,1,1,0,1
21:20:48,16780,0,3,1,1,1,0,0
21:20:48,16780,2,3,1,1,1,0,0
21:20:49,16780,2,3,1,1,1,0,0
21:20:49,16780,2,3,1,1,1,0,0
21:20:50,16780,0,3,1,1,1,0,0
21:20:50,16780,18,3,1,1,1,0,0
21:20:51,16780,0,3,1,1,1,0,0
21:20:51,16780,2,3,1,1,1,0,0
21:20:52,16780,0,3,1,1,1,0,0
21:20:52,16780,6,3,1,1,1,0,0
21:20:53,16780,0,3,1,1,1,0,0
21:20:53,16780,60,3,1,1,1,0,0
21:20:54,16780,32,3,1,1,1,0,0
21:20:54,16780,2,3,1,1,1,0,0
21:20:55,16780,2,3,1,1,1,0,0
21:20:55,16780,2,3,1,1,1,0,0
21:20:56,16780,0,3,1,1,1,0,0
21:20:56,16780,46,3,1,1,1,0,0
21:20:57,16780,34,3,1,1,1,0,0
21:20:57,16780,2,3,1,1,1,0,0
21:20:58,16780,12,3,1,1,1,0,0
21:20:58,16780,2,3,1,1,1,0,0
21:20:59,16780,0,3,1,1,1,0,0
21:20:59,16780,8,3,1,1,1,0,0
21:21:00,16775,10,3,1,1,1,0,0
21:21:00,16780,22,3,1,1,1,0,0
21:21:01,16780,8,3,1,1,1,0,0
21:21:01,16780,2,3,1,0,1,0,0
21:21:02,16775,2,3,1,0,1,0,0
21:21:02,16775,4,3,1,0,1,0,0
21:21:03,16780,20,3,1,0,1,0,0
21:21:03,16780,2,3,1,0,1,0,0
21:21:04,16775,22,3,1,0,1,0,0
21:21:04,16775,0,3,1,0,1,0,0
21:21:05,16775,8,3,1,0,1,0,0
21:21:05,16775,4,3,1,0,1,0,0
21:21:06,16780,10,3,1,0,1,0,0
21:21:06,16780,0,3,1,0,1,0,0
21:21:07,16780,2,3,1,0,1,0,0
21:21:07,16780,8,3,1,0,1,0,0
21:21:08,16780,36,3,1,0,1,0,0
21:21:08,16770,400,3,2,0,2,0,1
21:21:09,16770,14,3,2,0,2,0,1
21:21:09,16775,16,3,2,0,2,0,1
21:21:10,16775,46,3,2,0,2,0,1
21:21:10,16770,48,3,2,0,2,0,1
21:21:11,16775,46,3,2,0,2,0,1
21:21:11,16770,18,3,2,0,2,0,1
21:21:12,16770,8,3,2,0,2,0,1
21:21:12,16770,2,3,2,0,2,0,1
21:21:13,16770,26,3,2,0,2,0,1
21:21:13,16765,6,3,2,0,2,0,1
21:21:14,16765,6,3,2,0,2,0,1
21:21:14,16765,32,3,2,0,2,0,1
21:21:15,16765,10,3,2,0,2,0,1
21:21:15,16770,28,3,2,0,2,0,1
21:21:16,16765,12,3,2,0,2,0,1
21:21:16,16770,8,3,2,0,2,0,1
21:21:17,16770,14,3,2,0,2,0,1
21:21:17,16770,0,3,2,0,2,0,1
21:21:18,16765,4,3,2,0,2,0,1
21:21:18,16770,8,3,2,0,2,0,1
21:21:19,16770,8,3,2,0,2,0,1
21:21:19,16765,104,3,2,0,2,0,1
21:21:20,16765,4,3,2,0,2,0,1
21:21:20,16765,6,3,2,0,2,0,1
21:21:21,16760,8,3,2,0,2,0,1
21:21:21,16760,10,3,2,0,2,0,1
21:21:22,16765,24,3,2,0,2,0,1
21:21:22,16760,2,3,2,0,2,0,1
21:21:23,16760,0,3,2,0,2,0,1
21:21:23,16765,22,3,2,0,2,0,0
21:21:24,16765,8,3,2,0,2,0,0
21:21:24,16760,8,3,2,0,2,0,0
21:21:25,16765,16,3,2,0,2,0,0
21:21:25,16760,116,3,2,0,2,0,0
21:21:26,16765,8,2,2,0,2,0,0
21:21:26,16760,36,1,2,0,2,0,0
21:21:27,16770,6,1,2,0,2,0,0
21:21:27,16770,10,1,2,0,2,0,0
21:21:28,16765,4,1,2,0,2,0,0
21:21:28,16765,12,1,2,0,2,0,0
21:21:29,16765,0,1,2,0,2,0,0
21:21:29,16765,4,1,2,0,2,0,0
21:21:30,16765,2,1,2,0,2,0,0
21:21:30,16765,0,1,2,0,2,0,0
21:21:31,16765,104,1,2,0,2,0,0
21:21:31,16765,0,1,2,0,2,0,0
21:21:32,16765,6,1,2,0,2,0,0
21:21:32,16765,6,1,2,0,2,0,0
21:21:33,16765,2,1,2,0,1,0,0
21:21:33,16765,8,1,2,0,1,0,0
21:21:34,16765,2,1,2,0,1,0,0
21:21:34,16765,6,1,2,0,1,0,0
21:21:35,16765,6,1,2,0,1,0,0
21:21:35,16765,2,1,2,0,1,0,0
21:21:36,16765,6,1,2,0,1,0,0
21:21:36,16765,0,1,2,0,1,0,0
21:21:37,16770,4,1,2,0,1,0,0
21:21:37,16760,100,1,3,0,2,0,1
21:21:38,16765,2,1,3,0,2,0,1
21:21:38,16765,24,1,3,0,2,0,1
21:21:39,16765,2,1,3,0,2,0,1
21:21:39,16765,0,1,3,0,2,0,1
21:21:40,16770,38,1,3,0,2,0,1
21:21:40,16765,2,1,3,0,2,0,1
21:21:41,16765,4,1,3,0,2,0,1
21:21:41,16765,2,1,3,0,2,0,1
21:21:42,16765,2,1,3,0,2,0,1
21:21:42,16765,54,1,3,0,2,0,1
21:21:43,16765,44,1,3,0,2,0,1
21:21:43,16765,2,1,3,0,2,0,1
21:21:44,16765,0,1,3,0,2,0,1
21:21:44,16765,0,1,3,0,2,0,1
21:21:45,16765,2,1,3,0,2,0,1
21:21:45,16765,6,1,3,0,2,0,1
21:21:46,16765,28,1,3,0,2,0,1
21:21:46,16765,48,1,3,0,2,0,1
21:21:47,16770,24,1,3,0,2,0,1
21:21:47,16770,2,1,3,0,2,0,1
21:21:48,16770,2,1,3,0,2,0,1
21:21:48,16770,0,1,3,0,2,0,1
21:21:49,16770,72,1,3,0,2,0,1
21:21:49,16770,72,1,3,0,2,0,1
21:21:50,16770,6,1,3,0,2,0,1
21:21:50,16770,0,1,3,0,2,0,1
21:21:51,16770,12,1,3,0,2,0,1
21:21:51,16770,2,1,3,0,2,0,1
21:21:52,16775,104,1,3,0,2,0,1
21:21:52,16770,14,1,3,0,2,0,0
21:21:53,16770,2,1,3,0,2,0,0
21:21:53,16770,0,1,3,0,2,0,0
21:21:54,16770,2,1,3,0,2,0,0
21:21:54,16770,0,1,3,0,2,0,0
21:21:55,16770,0,1,3,0,2,0,0
21:21:55,16775,4,1,3,0,2,0,0
21:21:56,16775,2,1,3,0,2,0,0
21:21:56,16770,2,1,3,0,2,0,0
21:21:57,16775,6,1,3,0,2,0,0
21:21:57,16775,0,1,3,0,2,0,0
21:21:58,16770,4,1,3,0,2,0,0
21:21:58,16770,10,1,3,0,2,0,0
21:21:59,16770,8,1,3,0,2,0,0
21:21:59,16770,18,1,3,0,2,0,0
21:22:00,16770,8,1,3,0,2,0,0
21:22:00,16770,2,1,3,0,2,0,0
21:22:01,16770,4,1,3,0,2,0,0
21:22:01,16765,2,1,3,0,2,0,0
21:22:02,16770,14,1,3,0,2,0,0
21:22:02,16770,4,1,3,0,2,0,0
21:22:03,16770,2,1,3,0,2,0,0
21:22:03,16770,14,1,3,0,2,0,0
21:22:04,16770,0,1,3,0,2,0,0
21:22:04,16770,2,1,3,0,2,0,0
21:22:05,16770,8,1,3,0,2,0,0
21:22:05,16770,10,1,3,0,2,0,0
21:22:06,16770,22,1,3,0,2,0,0
21:22:06,16770,2,1,3,0,2,0,0
21:22:07,16770,2,1,3,0,2,0,0
21:22:07,16770,2,1,3,0,2,0,0
21:22:08,16770,0,1,3,0,2,0,0
21:22:08,16770,0,1,3,0,1,0,0
21:22:09,16770,54,1,3,0,1,0,0
21:22:09,16770,16,1,3,0,1,0,0
21:22:10,16770,20,1,3,0,1,0,0
21:22:10,16770,18,1,3,0,1,0,0
21:22:11,16770,14,1,3,0,1,0,0
21:22:11,16770,12,1,3,0,1,0,0
21:22:12,16770,0,1,3,0,1,0,0
21:22:12,16770,0,1,3,0,1,0,0
21:22:13,16770,0,1,3,0,1,0,0
21:22:13,16770,2,1,3,0,1,0,0
21:22:14,16775,2,1,3,0,1,0,0
21:22:14,16765,200,1,4,0,2,0,1
21:22:15,16770,2,1,4,0,2,0,1
21:22:15,16770,14,1,4,0,2,0,1
21:22:16,16770,2,1,4,0,2,0,1
21:22:16,16770,0,1,4,0,2,0,1
21:22:17,16770,0,1,4,0,2,0,1
21:22:17,16770,2,1,4,0,2,0,1
21:22:18,16770,4,1,4,0,2,0,1
21:22:18,16760,200,1,5,0,3,0,2
21:22:19,16765,16,1,5,0,3,0,2
21:22:19,16765,0,1,5,0,3,0,2
21:22:20,16765,6,1,5,0,3,0,2
21:22:20,16765,6,1,5,0,3,0,2
21:22:21,16765,10,1,5,0,3,0,2
21:22:21,16765,2,1,5,0,3,0,2
21:22:22,16760,8,1,5,0,3,0,2
21:22:22,16760,4,1,5,0,3,0,2
21:22:23,16765,12,1,5,0,3,0,2
21:22:23,16760,6,1,5,0,3,0,2
21:22:24,16765,6,1,5,0,3,0,2
21:22:24,16765,228,1,5,0,3,0,2
21:22:25,16760,12,1,5,0,3,0,2
21:22:25,16765,8,1,5,0,3,0,2
21:22:26,16760,6,1,5,0,3,0,2
21:22:26,16760,6,1,5,0,3,0,2
21:22:27,16760,4,1,5,0,3,0,2
21:22:27,16760,4,1,5,0,3,0,2
21:22:28,16760,2,1,5,0,3,0,2
21:22:28,16760,16,1,5,0,3,0,2
21:22:29,16755,46,1,5,0,3,0,2
21:22:29,16755,28,1,5,0,3,0,1
21:22:30,16760,4,1,5,0,3,0,1
21:22:30,16755,8,1,5,0,3,0,1
21:22:31,16755,16,1,5,0,3,0,1
21:22:31,16755,460,1,5,0,3,0,1
21:22:32,16755,30,1,5,0,3,0,1
21:22:32,16750,20,1,5,0,3,0,1
21:22:33,16755,14,1,5,0,3,0,1
21:22:33,16755,20,1,5,0,3,0,0
21:22:34,16750,2,1,5,0,3,0,0
21:22:34,16755,4,1,5,0,3,0,0
21:22:35,16750,10,1,5,0,3,0,0
21:22:35,16755,12,1,5,0,3,0,0
21:22:36,16755,12,1,5,0,3,0,0
21:22:36,16755,14,1,5,0,3,0,0
21:22:37,16755,2,1,5,0,3,0,0
21:22:37,16750,6,1,5,0,2,0,0
21:22:38,16750,40,1,5,0,2,0,0
21:22:38,16755,26,1,5,0,2,0,0
21:22:39,16755,0,1,5,0,2,0,0
21:22:39,16750,16,1,5,0,2,0,0
21:22:40,16750,0,1,5,0,2,0,0
21:22:40,16750,4,1,5,0,2,0,0
21:22:41,16750,8,1,5,0,2,0,0
21:22:41,16750,2,1,5,0,2,0,0
21:22:42,16755,2,1,5,0,2,0,0
21:22:42,16755,6,1,5,0,2,0,0
21:22:43,16750,6,1,5,0,2,0,0
21:22:43,16755,2,1,5,0,2,0,0
21:22:44,16750,2,1,5,0,2,0,0
21:22:44,16750,2,1,5,0,2,0,0
21:22:45,16755,8,1,5,0,2,0,0
21:22:45,16755,30,1,5,0,2,0,0
21:22:46,16750,18,1,5,0,2,0,0
21:22:46,16755,50,1,5,0,2,0,0
21:22:47,16755,12,1,5,0,2,0,0
21:22:47,16760,6,1,5,0,2,0,0
21:22:48,16755,66,1,5,0,2,0,0
21:22:48,16760,32,1,5,0,2,0,0
21:22:49,16755,42,1,6,0,3,0,1
21:22:49,16760,44,1,6,0,3,0,1
21:22:50,16755,10,1,6,0,3,0,1
21:22:50,16755,8,1,6,0,3,0,1
21:22:51,16755,0,1,6,0,3,0,1
21:22:51,16755,8,1,6,0,3,0,1
21:22:52,16755,2,1,6,0,3,0,1
21:22:52,16755,0,1,6,0,3,0,1
21:22:53,16755,6,1,6,0,3,0,1
21:22:53,16760,10,1,6,0,3,0,1
21:22:54,16755,2,1,6,0,3,0,1
21:22:54,16755,0,1,6,0,3,0,1
21:22:55,16755,0,1,6,0,3,0,1
21:22:55,16755,22,1,6,0,3,0,1
21:22:56,16755,2,1,6,0,3,0,1
21:22:56,16755,4,1,6,0,3,0,1
21:22:57,16760,2,1,6,0,3,0,1
21:22:57,16755,4,1,6,0,3,0,1
21:22:58,16755,0,1,6,0,3,0,1
21:22:58,16755,0,1,6,0,3,0,1
21:22:59,16755,42,1,6,0,3,0,1
21:22:59,16760,14,1,6,0,3,0,1
21:23:00,16755,4,1,6,0,3,0,1
21:23:00,16755,0,1,6,0,3,0,1
21:23:01,16755,10,1,6,0,3,0,1
21:23:01,16760,2,0,6,0,3,0,1
21:23:02,16760,0,0,6,0,3,0,1
21:23:02,16755,2,0,6,0,3,0,1
21:23:03,16755,2,0,6,0,3,0,1
21:23:03,16755,4,0,6,0,3,0,1
21:23:04,16760,10,0,6,0,3,0,0
21:23:04,16760,0,0,6,0,3,0,0
21:23:05,16760,0,0,6,0,3,0,0
21:23:05,16760,0,0,6,0,3,0,0
21:23:06,16755,2,0,6,0,3,0,0
21:23:06,16760,8,0,6,0,3,0,0
21:23:07,16760,4,0,6,0,3,0,0
21:23:07,16760,0,0,6,0,3,0,0
21:23:08,16760,8,0,6,0,3,0,0
21:23:08,16760,0,0,6,0,3,0,0
21:23:09,16755,8,0,6,0,3,0,0
21:23:09,16760,10,0,6,0,3,0,0
21:23:10,16760,10,0,6,0,3,0,0
21:23:10,16755,12,0,6,0,3,0,0
21:23:11,16755,0,0,6,0,3,0,0
21:23:11,16755,0,0,6,0,3,0,0
21:23:12,16760,2,0,6,0,3,0,0
21:23:12,16760,0,0,6,0,3,0,0
21:23:13,16760,4,0,6,0,3,0,0
21:23:13,16760,2,0,6,0,3,0,0
21:23:14,16760,30,0,6,0,3,0,0
21:23:14,16760,44,0,6,0,2,0,0
21:23:15,16765,6,0,6,0,2,0,0
21:23:15,16765,0,0,6,0,2,0,0
21:23:16,16765,0,0,6,0,2,0,0
21:23:16,16765,0,0,6,0,2,0,0
21:23:17,16765,2,0,6,0,2,0,0
21:23:17,16765,4,0,6,0,2,0,0
21:23:18,16765,2,0,6,0,2,0,0
21:23:18,16765,2,0,6,0,1,0,0
21:23:19,16760,4,0,6,0,1,0,0
21:23:19,16765,28,0,6,0,1,0,0
21:23:20,16760,16,0,6,0,1,0,0
21:23:20,16760,0,0,6,0,1,0,0
21:23:21,16765,12,0,6,0,1,0,0
21:23:21,16765,0,0,6,0,1,0,0
21:23:22,16765,0,0,6,0,1,0,0
21:23:22,16765,2,0,6,0,1,0,0
21:23:23,16765,0,0,6,0,1,0,0
21:23:23,16765,64,0,6,0,1,0,0
21:23:24,16765,52,0,6,0,1,0,0
21:23:24,16765,2,0,6,0,1,0,0
21:23:25,16765,26,0,6,0,1,0,0
21:23:25,16765,4,0,6,0,1,0,0
21:23:26,16765,0,0,6,0,1,0,0
21:23:26,16765,0,0,6,0,1,0,0
21:23:27,16765,2,0,6,0,1,0,0
21:23:27,16765,0,0,6,0,1,0,0
21:23:28,16765,14,0,6,0,1,0,0
21:23:28,16765,4,0,6,0,1,0,0
21:23:29,16765,2,0,6,0,1,0,0
21:23:29,16765,2,0,6,0,1,0,0
21:23:30,16765,0,0,6,0,1,0,0
21:23:30,16760,20,0,6,0,1,0,0
21:23:31,16760,0,0,6,0,1,0,0
21:23:31,16760,0,0,6,0,1,0,0
21:23:32,16765,8,0,6,0,1,0,0
21:23:32,16765,2,0,6,0,1,0,0
21:23:33,16760,4,0,5,0,1,0,0
21:23:33,16760,0,0,5,0,1,0,0
21:23:34,16760,0,0,5,0,1,0,0
21:23:34,16765,18,0,5,0,1,0,0
21:23:35,16765,6,0,5,0,1,0,0
21:23:35,16765,4,0,5,0,1,0,0
21:23:36,16760,2,0,5,0,1,0,0
21:23:36,16760,0,0,5,0,1,0,0
21:23:37,16765,10,0,5,0,1,0,0
21:23:37,16765,2,0,5,0,1,0,0
21:23:38,16765,2,0,5,0,1,0,0
21:23:38,16760,4,0,5,0,1,0,0
21:23:39,16760,0,0,5,0,1,0,0
21:23:39,16765,2,0,5,0,1,0,0
21:23:40,16765,0,0,5,0,1,0,0
21:23:40,16765,2,0,5,0,1,0,0
21:23:41,16765,2,0,5,0,1,0,0
21:23:41,16765,0,0,5,0,1,0,0
21:23:42,16765,0,0,5,0,1,0,0
21:23:42,16765,0,0,5,0,1,0,0
