,Price,TickVolume,,,,,,
21:00:35,16730,22,0,0,0,0,1,0
21:00:35,16730,14,0,0,0,0,1,0
21:00:36,16730,16,0,0,0,0,0,0
21:00:36,16725,12,0,0,0,0,0,0
21:00:37,16725,14,0,0,0,0,0,0
21:00:37,16730,26,0,0,0,0,0,0
21:00:38,16725,10,0,0,0,0,0,0
21:00:38,16730,4,0,0,0,0,0,0
21:00:39,16735,154,0,0,0,0,1,0
21:00:39,16735,28,0,0,0,0,1,0
21:00:40,16735,4,0,0,0,0,1,0
21:00:40,16735,12,0,0,0,0,1,0
21:00:41,16735,104,0,0,0,0,1,0
21:00:41,16735,14,0,0,0,0,1,0
21:00:42,16735,240,0,0,0,0,1,0
21:00:42,16735,28,0,0,0,0,1,0
21:00:43,16735,62,0,0,0,0,1,0
21:00:43,16740,14,0,0,0,0,1,0
21:00:44,16740,0,0,0,0,0,1,0
21:00:44,16735,6,0,0,0,0,1,0
21:00:45,16735,20,0,0,0,0,1,0
21:00:45,16735,14,0,0,0,0,1,0
21:00:46,16740,18,0,0,0,0,1,0
21:00:46,16740,10,0,0,0,0,1,0
21:00:47,16735,10,0,0,0,0,1,0
21:00:47,16740,20,0,0,0,0,1,0
21:00:48,16740,36,0,0,0,0,1,0
21:00:48,16740,48,0,0,0,0,1,0
21:00:49,16740,4,0,0,0,0,1,0
21:00:49,16740,148,0,0,0,0,1,0
21:00:50,16740,20,0,0,0,0,1,0
21:00:50,16745,62,0,0,0,0,1,0
21:00:51,16745,140,0,0,0,0,1,0
21:00:51,16745,46,0,0,0,0,1,0
21:00:52,16745,30,0,0,0,0,1,0
21:00:52,16745,38,0,0,0,0,1,0
21:00:53,16745,6,0,0,0,0,1,0
21:00:53,16745,12,0,0,0,0,1,0
21:00:54,16745,16,0,0,0,0,0,0
21:00:54,16750,90,0,0,0,0,1,0
21:00:55,16745,16,0,0,0,0,1,0
21:00:55,16750,12,0,0,0,0,1,0
21:00:56,16745,6,0,0,0,0,1,0
21:00:56,16745,32,0,0,0,0,1,0
21:00:57,16750,10,0,0,0,0,1,0
21:00:57,16750,58,0,0,0,0,1,0
21:00:58,16745,38,0,0,0,0,1,0
21:00:58,16745,48,0,0,0,0,1,0
21:00:59,16750,62,0,0,0,0,1,0
21:00:59,16745,12,0,0,0,0,1,0
21:01:00,16740,6,0,0,0,0,1,0
21:01:00,16750,50,0,0,1,0,2,0
21:01:01,16750,60,0,0,2,0,3,0
21:01:01,16750,72,0,0,2,0,3,0
21:01:02,16745,106,0,0,2,0,3,0
21:01:02,16750,16,0,0,2,0,3,0
21:01:03,16750,34,0,0,2,0,3,0
21:01:03,16750,56,0,0,2,0,3,0
21:01:04,16750,36,0,0,2,0,3,0
21:01:04,16745,16,0,0,2,0,3,0
21:01:05,16745,6,0,0,2,0,3,0
21:01:05,16750,4,0,0,2,0,3,0
21:01:06,16755,110,0,0,3,0,4,0
21:01:06,16750,140,0,0,3,0,4,0
21:01:07,16750,60,0,0,3,0,4,0
21:01:07,16755,14,0,0,3,0,4,0
21:01:08,16750,28,0,0,3,0,4,0
21:01:08,16750,92,0,0,3,0,4,0
21:01:09,16750,14,0,0,3,0,4,0
21:01:09,16745,20,0,0,3,0,3,0
21:01:10,16750,42,0,0,3,0,3,0
21:01:10,16750,6,0,0,3,0,3,0
21:01:11,16745,28,0,0,3,0,3,0
21:01:11,16750,10,0,0,3,0,3,0
21:01:12,16750,22,0,0,3,0,3,0
21:01:12,16745,26,0,0,3,0,3,0
21:01:13,16745,8,0,0,3,0,3,0
21:01:13,16750,8,0,0,3,0,3,0
21:01:14,16745,52,0,0,3,0,3,0
21:01:14,16745,20,0,0,3,0,3,0
21:01:15,16745,126,0,0,3,0,3,0
21:01:15,16740,36,0,0,3,0,2,0
21:01:16,16735,62,0,0,3,0,1,0
21:01:16,16730,62,0,0,3,0,1,0
21:01:17,16730,56,0,0,3,0,1,0
21:01:17,16730,36,0,0,3,0,1,0
21:01:18,16725,36,0,0,3,0,1,0
21:01:18,16730,12,0,0,3,0,1,0
21:01:19,16730,2,0,0,3,0,1,0
21:01:19,16730,14,0,0,3,0,1,0
21:01:20,16730,74,0,0,3,0,1,0
21:01:20,16730,20,0,0,3,0,1,0
21:01:21,16730,18,0,0,3,0,0,0
21:01:21,16730,20,0,0,3,0,0,0
21:01:22,16730,2,0,0,3,0,0,0
21:01:22,16735,20,0,0,3,0,0,0
21:01:23,16730,4,0,0,3,0,0,0
21:01:23,16735,80,0,0,3,0,0,0
21:01:24,16735,8,0,0,3,0,0,0
21:01:24,16735,2,0,0,3,0,0,0
21:01:25,16735,2,0,0,3,0,0,0
21:01:25,16735,2,0,0,3,0,0,0
21:01:26,16735,4,0,0,3,0,0,0
21:01:26,16740,2,0,0,3,0,0,0
21:01:27,16740,4,0,0,3,0,0,0
21:01:27,16735,38,0,0,3,0,0,0
21:01:28,16740,18,0,0,3,0,0,0
21:01:28,16735,16,0,0,3,0,0,0
21:01:29,16735,20,0,0,3,0,0,0
21:01:29,16735,8,0,0,3,0,0,0
21:01:30,16735,16,0,0,3,0,0,0
21:01:30,16735,8,0,0,3,0,0,0
21:01:31,16735,6,0,0,3,0,0,0
21:01:31,16735,8,0,0,3,0,0,0
21:01:32,16740,6,0,0,3,0,0,0
21:01:32,16735,14,0,0,3,0,0,0
21:01:33,16735,0,0,0,3,0,0,0
21:01:33,16740,8,0,0,3,0,0,0
21:01:34,16740,10,0,0,3,0,0,0
21:01:34,16740,22,0,0,3,0,0,0
21:01:35,16740,62,0,0,3,0,0,0
21:01:35,16740,6,0,0,3,0,0,0
21:01:36,16740,8,0,0,3,0,0,0
21:01:36,16740,0,0,0,3,0,0,0
21:01:37,16740,6,0,0,3,0,0,0
21:01:37,16735,62,0,0,3,1,0,1
21:01:38,16740,20,0,0,3,1,0,1
21:01:38,16735,32,0,0,3,1,0,1
21:01:39,16735,18,0,0,3,1,0,1
21:01:39,16735,2,0,0,3,1,0,1
21:01:40,16735,6,0,0,3,1,0,1
21:01:40,16735,6,0,0,3,1,0,1
21:01:41,16735,18,0,0,3,1,0,1
21:01:41,16735,0,0,0,3,1,0,1
21:01:42,16735,2,0,0,3,1,0,1
21:01:42,16735,2,0,0,3,1,0,1
21:01:43,16735,4,0,0,3,1,0,1
21:01:43,16735,0,0,0,3,1,0,1
21:01:44,16735,8,0,0,3,1,0,1
21:01:44,16740,2,0,0,3,1,0,1
21:01:45,16740,0,0,0,3,1,0,1
21:01:45,16740,4,0,0,3,1,0,1
21:01:46,16740,18,0,0,3,1,0,1
21:01:46,16740,62,0,0,3,1,0,1
21:01:47,16740,4,0,0,3,1,0,1
21:01:47,16740,2,0,0,3,1,0,1
21:01:48,16740,18,0,0,3,1,0,1
21:01:48,16745,16,0,0,3,1,0,1
21:01:49,16740,12,0,0,3,1,0,1
21:01:49,16745,2,0,0,3,1,0,1
21:01:50,16745,0,0,0,3,1,0,1
21:01:50,16745,8,0,0,3,1,0,1
21:01:51,16745,2,0,0,3,1,0,1
21:01:51,16745,24,0,0,3,1,0,1
21:01:52,16745,4,0,0,3,1,0,1
21:01:52,16745,20,0,0,3,1,0,0
21:01:53,16745,0,0,0,3,1,0,0
21:01:53,16745,4,0,0,3,1,0,0
21:01:54,16745,32,0,0,3,1,0,0
21:01:54,16745,4,0,0,3,1,0,0
21:01:55,16745,2,0,0,3,1,0,0
21:01:55,16745,2,0,0,3,1,0,0
21:01:56,16750,6,0,0,3,1,0,0
21:01:56,16745,4,0,0,3,1,0,0
21:01:57,16750,2,0,0,3,1,0,0
21:01:57,16745,12,0,0,3,1,0,0
21:01:58,16745,0,0,0,3,1,0,0
21:01:58,16750,12,0,0,3,1,0,0
21:01:59,16745,2,0,0,3,1,0,0
21:01:59,16750,14,0,0,3,1,0,0
21:02:00,16745,14,0,0,3,1,0,0
21:02:00,16745,6,0,0,2,1,0,0
21:02:01,16750,20,0,0,1,1,0,0
21:02:01,16750,12,0,0,1,1,0,0
21:02:02,16750,18,0,0,1,1,0,0
21:02:02,16750,8,0,0,1,1,0,0
21:02:03,16750,66,0,0,1,1,0,0
21:02:03,16750,22,0,0,1,1,0,0
21:02:04,16750,76,0,0,1,1,0,0
21:02:04,16750,24,0,0,1,1,0,0
21:02:05,16750,8,0,0,1,1,0,0
21:02:05,16750,28,0,0,1,1,0,0
21:02:06,16750,0,0,0,0,1,0,0
21:02:06,16750,14,0,0,0,1,0,0
21:02:07,16745,88,0,0,0,1,0,0
21:02:07,16745,18,0,0,0,1,0,0
21:02:08,16745,10,0,0,0,1,0,0
21:02:08,16740,26,0,0,0,1,0,0
21:02:09,16740,8,0,0,0,1,0,0
21:02:09,16740,4,0,0,0,1,0,0
21:02:10,16740,10,0,0,0,1,0,0
21:02:10,16740,2,0,0,0,1,0,0
21:02:11,16740,2,0,0,0,1,0,0
21:02:11,16740,8,0,0,0,1,0,0
21:02:12,16740,6,0,0,0,1,0,0
21:02:12,16740,20,0,0,0,1,0,0
21:02:13,16735,64,0,0,0,1,0,0
21:02:13,16740,70,0,0,0,1,0,0
21:02:14,16740,6,0,0,0,1,0,0
21:02:14,16745,2,0,0,0,1,0,0
21:02:15,16740,2,0,0,0,1,0,0
21:02:15,16740,0,0,0,0,1,0,0
21:02:16,16735,222,0,0,0,2,0,1
21:02:16,16735,12,0,0,0,2,0,1
21:02:17,16735,4,0,0,0,2,0,1
21:02:17,16735,8,0,0,0,2,0,1
21:02:18,16740,16,0,0,0,2,0,1
21:02:18,16740,16,0,0,0,2,0,1
21:02:19,16735,12,0,0,0,2,0,1
21:02:19,16735,8,0,0,0,2,0,1
21:02:20,16730,10,0,0,0,2,0,1
21:02:20,16740,34,0,0,1,2,1,1
21:02:21,16735,34,0,0,1,2,1,1
21:02:21,16735,16,0,0,1,2,1,1
21:02:22,16730,2,0,0,1,2,1,1
21:02:22,16730,2,0,0,1,2,1,1
21:02:23,16730,46,0,0,1,2,1,1
21:02:23,16730,6,0,0,1,2,1,1
21:02:24,16730,10,0,0,1,2,1,1
21:02:24,16735,14,0,0,1,2,1,1
21:02:25,16730,56,0,0,1,2,1,1
21:02:25,16730,16,0,0,1,2,1,1
21:02:26,16725,14,0,0,1,2,1,1
21:02:26,16730,4,0,0,1,2,1,1
21:02:27,16730,2,0,0,1,2,1,1
21:02:27,16730,8,0,0,1,2,1,1
21:02:28,16730,14,0,0,1,2,1,1
21:02:28,16730,12,0,0,1,2,1,1
21:02:29,16730,42,0,0,1,2,1,1
21:02:29,16735,18,0,0,1,2,1,1
21:02:30,16730,8,0,0,1,2,1,1
21:02:30,16730,4,0,0,1,2,1,1
21:02:31,16730,20,0,0,1,2,1,0
21:02:31,16730,10,0,0,1,2,1,0
21:02:32,16730,30,0,0,1,2,1,0
21:02:32,16735,6,0,0,1,2,1,0
21:02:33,16735,0,0,0,1,2,1,0
21:02:33,16735,4,0,0,1,2,1,0
21:02:34,16735,8,0,0,1,2,1,0
21:02:34,16730,88,0,0,1,2,1,0
21:02:35,16730,6,0,0,1,2,1,0
21:02:35,16725,6,0,0,1,2,0,0
21:02:36,16730,6,0,0,1,2,0,0
21:02:36,16725,40,0,0,1,2,0,0
21:02:37,16725,44,0,0,1,2,0,0
21:02:37,16735,216,0,0,2,1,1,0
21:02:38,16730,10,0,0,2,1,1,0
21:02:38,16730,10,0,0,2,1,1,0
21:02:39,16735,2,0,0,2,1,1,0
21:02:39,16735,0,0,0,2,1,1,0
21:02:40,16730,4,0,0,2,1,1,0
21:02:40,16735,24,0,0,2,1,1,0
21:02:41,16735,8,0,0,2,1,1,0
21:02:41,16730,2,0,0,2,1,1,0
21:02:42,16730,4,0,0,2,1,1,0
21:02:42,16730,2,0,0,2,1,1,0
21:02:43,16730,0,0,0,2,1,1,0
21:02:43,16730,0,0,0,2,1,1,0
21:02:44,16735,6,0,0,2,1,1,0
21:02:44,16735,4,0,0,2,1,1,0
21:02:45,16735,0,0,0,2,1,1,0
21:02:45,16735,2,0,0,2,1,1,0
21:02:46,16735,6,0,0,2,1,1,0
21:02:46,16735,0,0,0,2,1,1,0
21:02:47,16730,8,0,0,2,1,1,0
21:02:47,16735,4,0,0,2,1,1,0
21:02:48,16735,2,0,0,2,1,1,0
21:02:48,16730,4,0,0,2,1,1,0
21:02:49,16730,0,0,0,2,1,1,0
21:02:49,16730,10,0,0,2,1,1,0
21:02:50,16730,0,0,0,2,1,1,0
21:02:50,16730,0,0,0,2,1,1,0
21:02:51,16730,0,0,0,2,1,1,0
21:02:51,16730,12,0,0,2,1,1,0
21:02:52,16735,6,0,0,2,1,1,0
21:02:52,16730,20,0,0,2,1,0,0
21:02:53,16730,14,0,0,2,1,0,0
21:02:53,16730,8,0,0,2,1,0,0
21:02:54,16735,2,0,0,2,1,0,0
21:02:54,16730,12,0,0,2,1,0,0
21:02:55,16730,0,0,0,2,1,0,0
21:02:55,16735,14,0,0,2,1,0,0
21:02:56,16735,0,0,0,2,1,0,0
21:02:56,16735,28,0,0,2,1,0,0
21:02:57,16735,132,0,0,2,1,0,0
21:02:57,16735,0,0,0,2,1,0,0
21:02:58,16735,0,0,0,2,1,0,0
21:02:58,16735,10,0,0,2,1,0,0
21:02:59,16735,34,0,0,2,1,0,0
21:02:59,16735,4,0,0,2,1,0,0
21:03:00,16735,0,0,0,2,1,0,0
21:03:00,16730,4,0,0,2,1,0,0
21:03:01,16735,54,0,0,2,1,0,0
21:03:01,16735,0,0,0,2,1,0,0
21:03:02,16740,2,0,0,2,1,0,0
21:03:02,16735,10,0,0,2,1,0,0
21:03:03,16740,200,0,0,2,1,0,0
21:03:03,16740,58,0,0,2,1,0,0
21:03:04,16745,60,0,0,2,1,0,0
21:03:04,16745,46,0,0,2,1,0,0
21:03:05,16745,38,0,0,2,1,0,0
21:03:05,16740,6,0,0,2,1,0,0
21:03:06,16740,0,0,0,2,1,0,0
21:03:06,16740,0,0,0,2,1,0,0
21:03:07,16745,12,0,0,2,1,0,0
21:03:07,16745,4,0,0,2,1,0,0
21:03:08,16740,4,0,0,2,1,0,0
21:03:08,16745,26,0,0,2,1,0,0
21:03:09,16745,68,0,0,2,1,0,0
21:03:09,16740,90,0,0,2,1,0,0
21:03:10,16740,12,0,0,2,1,0,0
21:03:10,16740,6,0,0,2,1,0,0
21:03:11,16735,26,0,0,2,1,0,0
21:03:11,16740,2,0,0,2,1,0,0
21:03:12,16740,4,0,0,2,1,0,0
21:03:12,16735,2,0,0,2,1,0,0
21:03:13,16735,0,0,0,2,1,0,0
21:03:13,16740,6,0,0,2,1,0,0
21:03:14,16740,4,0,0,2,1,0,0
21:03:14,16740,2,0,0,2,1,0,0
21:03:15,16740,14,0,0,2,1,0,0
21:03:15,16740,12,0,0,2,1,0,0
21:03:16,16740,32,0,0,2,0,0,0
21:03:16,16740,12,0,0,2,0,0,0
21:03:17,16740,12,0,0,2,0,0,0
21:03:17,16740,6,0,0,2,0,0,0
21:03:18,16740,16,0,0,2,0,0,0
21:03:18,16740,4,0,0,2,0,0,0
21:03:19,16745,2,0,0,2,0,0,0
21:03:19,16740,10,0,0,2,0,0,0
21:03:20,16740,10,0,0,2,0,0,0
21:03:20,16745,8,0,0,1,0,0,0
21:03:21,16740,14,0,0,1,0,0,0
21:03:21,16740,0,0,0,1,0,0,0
21:03:22,16745,6,0,0,1,0,0,0
21:03:22,16745,2,0,0,1,0,0,0
21:03:23,16745,18,0,0,1,0,0,0
21:03:23,16745,0,0,0,1,0,0,0
21:03:24,16745,2,0,0,1,0,0,0
21:03:24,16745,0,0,0,1,0,0,0
21:03:25,16745,32,0,0,1,0,0,0
21:03:25,16745,2,0,0,1,0,0,0
21:03:26,16745,0,0,0,1,0,0,0
21:03:26,16740,30,0,0,1,0,0,0
21:03:27,16745,20,0,0,1,0,0,0
21:03:27,16750,28,0,0,1,0,0,0
21:03:28,16745,4,0,0,1,0,0,0
21:03:28,16745,6,0,0,1,0,0,0
21:03:29,16745,22,0,0,1,0,0,0
21:03:29,16745,4,0,0,1,0,0,0
21:03:30,16745,34,0,0,1,0,0,0
21:03:30,16745,24,0,0,1,0,0,0
21:03:31,16745,0,0,0,1,0,0,0
21:03:31,16750,8,0,0,1,0,0,0
21:03:32,16750,4,0,0,1,0,0,0
21:03:32,16750,0,0,0,1,0,0,0
21:03:33,16750,0,0,0,1,0,0,0
21:03:33,16750,0,0,0,1,0,0,0
21:03:34,16750,110,0,0,1,0,0,0
21:03:34,16750,4,0,0,1,0,0,0
21:03:35,16745,4,0,0,1,0,0,0
21:03:35,16750,4,0,0,1,0,0,0
21:03:36,16750,12,0,0,1,0,0,0
21:03:36,16745,4,0,0,1,0,0,0
21:03:37,16745,12,0,0,1,0,0,0
21:03:37,16745,10,0,0,0,0,0,0
21:03:38,16745,32,0,0,0,0,0,0
21:03:38,16745,34,0,0,0,0,0,0
21:03:39,16745,22,0,0,0,0,0,0
21:03:39,16745,24,0,0,0,0,0,0
21:03:40,16745,10,0,0,0,0,0,0
21:03:40,16745,30,0,0,0,0,0,0
21:03:41,16750,4,0,0,0,0,0,0
21:03:41,16750,0,0,0,0,0,0,0
21:03:42,16750,2,0,0,0,0,0,0
21:03:42,16750,10,0,0,0,0,0,0
21:03:43,16745,6,0,0,0,0,0,0
21:03:43,16745,12,0,0,0,0,0,0
21:03:44,16745,0,0,0,0,0,0,0
21:03:44,16750,4,0,0,0,0,0,0
21:03:45,16745,6,0,0,0,0,0,0
21:03:45,16750,4,0,0,0,0,0,0
21:03:46,16745,4,0,0,0,0,0,0
21:03:46,16745,16,0,0,0,0,0,0
21:03:47,16745,8,0,0,0,0,0,0
21:03:47,16750,2,0,0,0,0,0,0
21:03:48,16750,14,0,0,0,0,0,0
21:03:48,16750,0,0,0,0,0,0,0
21:03:49,16745,50,0,0,0,0,0,0
21:03:49,16750,10,0,0,0,0,0,0
21:03:50,16745,6,0,0,0,0,0,0
21:03:50,16745,4,0,0,0,0,0,0
21:03:51,16745,2,0,0,0,0,0,0
21:03:51,16750,4,0,0,0,0,0,0
21:03:52,16745,2,0,0,0,0,0,0
21:03:52,16745,4,0,0,0,0,0,0
21:03:53,16750,8,0,0,0,0,0,0
21:03:53,16750,8,0,0,0,0,0,0
21:03:54,16750,0,0,0,0,0,0,0
21:03:54,16745,20,0,0,0,0,0,0
21:03:55,16745,20,0,0,0,0,0,0
21:03:55,16750,10,0,0,0,0,0,0
21:03:56,16745,8,0,0,0,0,0,0
21:03:56,16745,6,0,0,0,0,0,0
21:03:57,16745,4,0,0,0,0,0,0
21:03:57,16745,18,0,0,0,0,0,0
21:03:58,16750,58,0,0,0,0,0,0
21:03:58,16750,26,0,0,0,0,0,0
21:03:59,16750,0,0,0,0,0,0,0
21:03:59,16750,12,0,0,0,0,0,0
21:04:00,16750,8,0,0,0,0,0,0
21:04:00,16745,4,0,0,0,0,0,0
21:04:01,16750,26,0,0,0,0,0,0
21:04:01,16745,8,0,0,0,0,0,0
21:04:02,16745,6,0,0,0,0,0,0
21:04:02,16745,8,0,0,0,0,0,0
21:04:03,16745,2,0,0,0,0,0,0
21:04:03,16745,2,0,0,0,0,0,0
21:04:04,16745,2,0,0,0,0,0,0
21:04:04,16740,138,0,0,0,0,0,0
21:04:05,16740,48,0,0,0,0,0,0
21:04:05,16740,2,0,0,0,0,0,0
21:04:06,16740,14,0,0,0,0,0,0
21:04:06,16740,6,0,0,0,0,0,0
21:04:07,16740,0,0,0,0,0,0,0
21:04:07,16735,2,0,0,0,0,0,0
21:04:08,16735,4,0,0,0,0,0,0
21:04:08,16735,2,0,0,0,0,0,0
21:04:09,16735,4,0,0,0,0,0,0
21:04:09,16735,0,0,0,0,0,0,0
21:04:10,16735,10,0,0,0,0,0,0
21:04:10,16740,4,0,0,0,0,0,0
21:04:11,16735,4,0,0,0,0,0,0
21:04:11,16740,30,0,0,0,0,0,0
21:04:12,16735,18,0,0,0,0,0,0
21:04:12,16735,62,0,0,0,0,0,0
21:04:13,16735,50,0,0,0,0,0,0
21:04:13,16735,12,0,0,0,0,0,0
21:04:14,16730,18,0,0,0,0,0,0
21:04:14,16730,4,0,0,0,0,0,0
21:04:15,16735,6,0,0,0,0,0,0
21:04:15,16735,2,0,0,0,0,0,0
21:04:16,16730,26,0,0,0,0,0,0
21:04:16,16730,6,0,0,0,0,0,0
21:04:17,16730,2,0,0,0,0,0,0
21:04:17,16735,14,0,0,0,0,0,0
21:04:18,16735,20,0,0,0,0,0,0
21:04:18,16730,4,0,0,0,0,0,0
21:04:19,16730,6,0,0,0,0,0,0
21:04:19,16730,2,0,0,0,0,0,0
21:04:20,16735,4,0,0,0,0,0,0
21:04:20,16735,0,0,0,0,0,0,0
21:04:21,16735,100,0,0,0,0,0,0
21:04:21,16735,18,0,0,0,0,0,0
21:04:22,16735,22,0,0,0,0,0,0
21:04:22,16735,12,0,0,0,0,0,0
21:04:23,16735,0,0,0,0,0,0,0
21:04:23,16735,2,0,0,0,0,0,0
21:04:24,16735,0,0,0,0,0,0,0
21:04:24,16735,0,0,0,0,0,0,0
21:04:25,16740,6,0,0,0,0,0,0
21:04:25,16735,2,0,0,0,0,0,0
21:04:26,16735,2,0,0,0,0,0,0
21:04:26,16735,6,0,0,0,0,0,0
21:04:27,16735,6,0,0,0,0,0,0
21:04:27,16740,2,0,0,0,0,0,0
21:04:28,16740,0,0,0,0,0,0,0
21:04:28,16740,6,0,0,0,0,0,0
21:04:29,16740,82,0,0,0,0,0,0
21:04:29,16745,26,0,0,0,0,0,0
21:04:30,16745,42,0,0,0,0,0,0
21:04:30,16745,26,0,0,0,0,0,0
21:04:31,16745,40,0,0,0,0,0,0
21:04:31,16745,24,0,0,0,0,0,0
21:04:32,16745,0,0,0,0,0,0,0
21:04:32,16745,0,0,0,0,0,0,0
21:04:33,16740,6,0,0,0,0,0,0
21:04:33,16740,2,0,0,0,0,0,0
21:04:34,16745,2,0,0,0,0,0,0
21:04:34,16745,10,0,0,0,0,0,0
21:04:35,16745,0,0,0,0,0,0,0
21:04:35,16740,60,0,0,0,0,0,0
21:04:36,16745,14,0,0,0,0,0,0
21:04:36,16745,16,0,0,0,0,0,0
21:04:37,16745,6,0,0,0,0,0,0
21:04:37,16745,4,0,0,0,0,0,0
21:04:38,16740,2,0,0,0,0,0,0
21:04:38,16740,0,0,0,0,0,0,0
21:04:39,16740,6,0,0,0,0,0,0
21:04:39,16740,0,0,0,0,0,0,0
21:04:40,16745,52,0,0,0,0,0,0
21:04:40,16745,10,0,0,0,0,0,0
21:04:41,16745,20,0,0,0,0,0,0
21:04:41,16745,4,0,0,0,0,0,0
21:04:42,16745,4,0,0,0,0,0,0
21:04:42,16745,10,0,0,0,0,0,0
21:04:43,16745,0,0,0,0,0,0,0
21:04:43,16745,0,0,0,0,0,0,0
21:04:44,16745,26,0,0,0,0,0,0
21:04:44,16750,6,0,0,0,0,0,0
21:04:45,16745,2,0,0,0,0,0,0
21:04:45,16745,4,0,0,0,0,0,0
21:04:46,16745,12,0,0,0,0,0,0
21:04:46,16745,2,0,0,0,0,0,0
21:04:47,16750,2,0,0,0,0,0,0
21:04:47,16745,14,0,0,0,0,0,0
21:04:48,16750,40,0,0,0,0,0,0
21:04:48,16750,4,0,0,0,0,0,0
21:04:49,16750,102,0,0,0,0,0,0
21:04:49,16755,24,0,0,0,0,0,0
21:04:50,16750,50,0,0,0,0,0,0
21:04:50,16750,24,0,0,0,0,0,0
21:04:51,16750,26,0,0,0,0,0,0
21:04:51,16745,2,0,0,0,0,0,0
21:04:52,16745,64,0,0,0,0,0,0
21:04:52,16745,38,0,0,0,0,0,0
21:04:53,16740,2,0,0,0,0,0,0
21:04:53,16745,6,0,0,0,0,0,0
21:04:54,16745,32,0,0,0,0,0,0
21:04:54,16745,4,0,0,0,0,0,0
21:04:55,16745,2,0,0,0,0,0,0
21:04:55,16745,62,0,0,0,0,0,0
21:04:56,16745,58,0,0,0,0,0,0
21:04:56,16750,2,0,0,0,0,0,0
21:04:57,16750,8,0,0,0,0,0,0
21:04:57,16745,4,0,0,0,0,0,0
21:04:58,16745,0,0,0,0,0,0,0
21:04:58,16750,4,0,0,0,0,0,0
21:04:59,16750,0,0,0,0,0,0,0
21:04:59,16745,4,0,0,0,0,0,0
21:05:00,16745,4,0,0,0,0,0,0
21:05:00,16750,26,0,0,0,0,0,0
21:05:01,16745,62,0,0,0,0,0,0
21:05:01,16740,16,0,0,0,0,0,0
21:05:02,16740,16,0,0,0,0,0,0
21:05:02,16740,50,0,0,0,0,0,0
21:05:03,16735,12,0,0,0,0,0,0
